replicate,task,model
79,bbh,DeepSeek-R1-0528-Qwen3-8B
79,korbench,Llama-3.1-8B-Instruct
79,livecodebench,Qwen3-8B
79,math500,NVIDIA-Nemotron-Nano-9B-v2
79,finqa,Fin-R1
80,meld,Qwen2.5-Coder-7B-Instruct
80,bbh,NVIDIA-Nemotron-Nano-9B-v2
80,medqa,Llama-3.1-8B-UltraMedical
80,mmlupro,gemma-2-9b-it
80,korbench,Llama-3.1-8B-Instruct
80,livecodebench,Qwen3-8B
80,finqa,Fin-R1
80,math500,DeepSeek-R1-0528-Qwen3-8B
81,mmlupro,Llama-3.1-8B-Instruct
81,meld,Qwen2.5-Coder-7B-Instruct
81,medqa,Llama-3.1-8B-UltraMedical
81,bbh,DeepSeek-R1-0528-Qwen3-8B
81,livecodebench,Qwen3-8B
81,math500,NVIDIA-Nemotron-Nano-9B-v2
81,finqa,Fin-R1
81,korbench,gemma-2-9b-it
82,mmlupro,Llama-3.1-8B-Instruct
82,medqa,Llama-3.1-8B-UltraMedical
82,bbh,DeepSeek-R1-0528-Qwen3-8B
82,korbench,Qwen2.5-Coder-7B-Instruct
82,meld,gemma-2-9b-it
82,livecodebench,Qwen3-8B
82,math500,NVIDIA-Nemotron-Nano-9B-v2
82,finqa,Fin-R1
83,mmlupro,Llama-3.1-8B-Instruct
83,medqa,Llama-3.1-8B-UltraMedical
83,bbh,DeepSeek-R1-0528-Qwen3-8B
83,korbench,Qwen2.5-Coder-7B-Instruct
83,meld,gemma-2-9b-it
83,livecodebench,Qwen3-8B
83,math500,NVIDIA-Nemotron-Nano-9B-v2
83,finqa,Fin-R1
84,meld,Qwen2.5-Coder-7B-Instruct
84,medqa,Llama-3.1-8B-UltraMedical
84,mmlupro,gemma-2-9b-it
84,bbh,DeepSeek-R1-0528-Qwen3-8B
84,korbench,Llama-3.1-8B-Instruct
84,livecodebench,Qwen3-8B
84,math500,NVIDIA-Nemotron-Nano-9B-v2
84,finqa,Fin-R1
85,meld,Qwen2.5-Coder-7B-Instruct
85,medqa,Llama-3.1-8B-UltraMedical
85,mmlupro,gemma-2-9b-it
85,bbh,DeepSeek-R1-0528-Qwen3-8B
85,korbench,Llama-3.1-8B-Instruct
85,livecodebench,Qwen3-8B
85,math500,NVIDIA-Nemotron-Nano-9B-v2
85,finqa,Fin-R1
86,mmlupro,Llama-3.1-8B-Instruct
86,math500,Qwen2.5-Coder-7B-Instruct
86,medqa,Llama-3.1-8B-UltraMedical
86,bbh,DeepSeek-R1-0528-Qwen3-8B
86,meld,gemma-2-9b-it
86,livecodebench,Qwen3-8B
86,finqa,Fin-R1
86,korbench,NVIDIA-Nemotron-Nano-9B-v2
87,mmlupro,Llama-3.1-8B-Instruct
87,medqa,Llama-3.1-8B-UltraMedical
87,bbh,DeepSeek-R1-0528-Qwen3-8B
87,korbench,Qwen2.5-Coder-7B-Instruct
87,meld,gemma-2-9b-it
87,livecodebench,Qwen3-8B
87,math500,NVIDIA-Nemotron-Nano-9B-v2
87,finqa,Fin-R1
88,meld,Qwen2.5-Coder-7B-Instruct
88,medqa,Llama-3.1-8B-UltraMedical
88,mmlupro,gemma-2-9b-it
88,bbh,DeepSeek-R1-0528-Qwen3-8B
88,korbench,Llama-3.1-8B-Instruct
88,livecodebench,Qwen3-8B
88,math500,NVIDIA-Nemotron-Nano-9B-v2
88,finqa,Fin-R1
89,medqa,Llama-3.1-8B-Instruct
89,bbh,DeepSeek-R1-0528-Qwen3-8B
89,math500,Qwen3-8B
89,korbench,Qwen2.5-Coder-7B-Instruct
89,meld,gemma-2-9b-it
89,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
89,finqa,Fin-R1
89,mmlupro,Llama-3.1-8B-UltraMedical
90,meld,Qwen2.5-Coder-7B-Instruct
90,bbh,NVIDIA-Nemotron-Nano-9B-v2
90,medqa,Llama-3.1-8B-Instruct
90,mmlupro,gemma-2-9b-it
90,korbench,Llama-3.1-8B-UltraMedical
90,livecodebench,Qwen3-8B
90,finqa,Fin-R1
90,math500,DeepSeek-R1-0528-Qwen3-8B
91,meld,Qwen2.5-Coder-7B-Instruct
91,bbh,NVIDIA-Nemotron-Nano-9B-v2
91,medqa,Llama-3.1-8B-Instruct
91,mmlupro,gemma-2-9b-it
91,korbench,Llama-3.1-8B-UltraMedical
91,livecodebench,Qwen3-8B
91,finqa,Fin-R1
91,math500,DeepSeek-R1-0528-Qwen3-8B
92,meld,Qwen2.5-Coder-7B-Instruct
92,medqa,Llama-3.1-8B-Instruct
92,bbh,DeepSeek-R1-0528-Qwen3-8B
92,math500,Fin-R1
92,livecodebench,Qwen3-8B
92,finqa,gemma-2-9b-it
92,mmlupro,Llama-3.1-8B-UltraMedical
92,korbench,NVIDIA-Nemotron-Nano-9B-v2
93,medqa,Llama-3.1-8B-Instruct
93,bbh,DeepSeek-R1-0528-Qwen3-8B
93,korbench,Qwen2.5-Coder-7B-Instruct
93,meld,gemma-2-9b-it
93,livecodebench,Qwen3-8B
93,math500,NVIDIA-Nemotron-Nano-9B-v2
93,finqa,Fin-R1
93,mmlupro,Llama-3.1-8B-UltraMedical
94,meld,Qwen2.5-Coder-7B-Instruct
94,medqa,Llama-3.1-8B-Instruct
94,mmlupro,gemma-2-9b-it
94,bbh,DeepSeek-R1-0528-Qwen3-8B
94,korbench,Llama-3.1-8B-UltraMedical
94,livecodebench,Qwen3-8B
94,math500,NVIDIA-Nemotron-Nano-9B-v2
94,finqa,Fin-R1
95,medqa,Llama-3.1-8B-Instruct
95,bbh,DeepSeek-R1-0528-Qwen3-8B
95,korbench,Qwen2.5-Coder-7B-Instruct
95,meld,gemma-2-9b-it
95,livecodebench,Qwen3-8B
95,math500,NVIDIA-Nemotron-Nano-9B-v2
95,finqa,Fin-R1
95,mmlupro,Llama-3.1-8B-UltraMedical
96,mmlupro,Llama-3.1-8B-Instruct
96,bbh,NVIDIA-Nemotron-Nano-9B-v2
96,medqa,Llama-3.1-8B-UltraMedical
96,korbench,Qwen2.5-Coder-7B-Instruct
96,meld,gemma-2-9b-it
96,livecodebench,Qwen3-8B
96,finqa,Fin-R1
96,math500,DeepSeek-R1-0528-Qwen3-8B
97,meld,Qwen2.5-Coder-7B-Instruct
97,medqa,Llama-3.1-8B-Instruct
97,mmlupro,gemma-2-9b-it
97,bbh,DeepSeek-R1-0528-Qwen3-8B
97,korbench,Llama-3.1-8B-UltraMedical
97,livecodebench,Qwen3-8B
97,math500,NVIDIA-Nemotron-Nano-9B-v2
97,finqa,Fin-R1
98,medqa,Llama-3.1-8B-Instruct
98,bbh,DeepSeek-R1-0528-Qwen3-8B
98,korbench,Qwen2.5-Coder-7B-Instruct
98,meld,gemma-2-9b-it
98,livecodebench,Qwen3-8B
98,math500,NVIDIA-Nemotron-Nano-9B-v2
98,finqa,Fin-R1
98,mmlupro,Llama-3.1-8B-UltraMedical
99,meld,Qwen2.5-Coder-7B-Instruct
99,medqa,Llama-3.1-8B-Instruct
99,mmlupro,gemma-2-9b-it
99,bbh,DeepSeek-R1-0528-Qwen3-8B
99,korbench,Llama-3.1-8B-UltraMedical
99,livecodebench,Qwen3-8B
99,math500,NVIDIA-Nemotron-Nano-9B-v2
99,finqa,Fin-R1
100,mmlupro,Llama-3.1-8B-Instruct
100,medqa,Llama-3.1-8B-UltraMedical
100,bbh,DeepSeek-R1-0528-Qwen3-8B
100,korbench,Qwen2.5-Coder-7B-Instruct
100,meld,gemma-2-9b-it
100,livecodebench,Qwen3-8B
100,math500,NVIDIA-Nemotron-Nano-9B-v2
100,finqa,Fin-R1
101,meld,Qwen2.5-Coder-7B-Instruct
101,medqa,Llama-3.1-8B-Instruct
101,mmlupro,gemma-2-9b-it
101,bbh,DeepSeek-R1-0528-Qwen3-8B
101,math500,Qwen3-8B
101,korbench,Llama-3.1-8B-UltraMedical
101,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
101,finqa,Fin-R1
102,mmlupro,Llama-3.1-8B-Instruct
102,meld,Qwen2.5-Coder-7B-Instruct
102,medqa,Llama-3.1-8B-UltraMedical
102,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
102,finqa,Fin-R1
102,korbench,gemma-2-9b-it
102,math500,DeepSeek-R1-0528-Qwen3-8B
102,bbh,Qwen3-8B
103,bbh,NVIDIA-Nemotron-Nano-9B-v2
103,medqa,Llama-3.1-8B-Instruct
103,korbench,Qwen2.5-Coder-7B-Instruct
103,meld,gemma-2-9b-it
103,livecodebench,Qwen3-8B
103,finqa,Fin-R1
103,mmlupro,Llama-3.1-8B-UltraMedical
103,math500,DeepSeek-R1-0528-Qwen3-8B
104,meld,Qwen2.5-Coder-7B-Instruct
104,medqa,Llama-3.1-8B-Instruct
104,mmlupro,gemma-2-9b-it
104,bbh,Llama-3.1-8B-UltraMedical
104,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
104,finqa,Fin-R1
104,math500,DeepSeek-R1-0528-Qwen3-8B
104,korbench,Qwen3-8B
105,medqa,Llama-3.1-8B-Instruct
105,bbh,DeepSeek-R1-0528-Qwen3-8B
105,korbench,Qwen2.5-Coder-7B-Instruct
105,meld,gemma-2-9b-it
105,livecodebench,Qwen3-8B
105,math500,NVIDIA-Nemotron-Nano-9B-v2
105,finqa,Fin-R1
105,mmlupro,Llama-3.1-8B-UltraMedical
106,bbh,NVIDIA-Nemotron-Nano-9B-v2
106,medqa,Llama-3.1-8B-Instruct
106,korbench,Qwen2.5-Coder-7B-Instruct
106,meld,gemma-2-9b-it
106,livecodebench,Qwen3-8B
106,finqa,Fin-R1
106,mmlupro,Llama-3.1-8B-UltraMedical
106,math500,DeepSeek-R1-0528-Qwen3-8B
107,mmlupro,Llama-3.1-8B-Instruct
107,medqa,Llama-3.1-8B-UltraMedical
107,korbench,Qwen2.5-Coder-7B-Instruct
107,meld,gemma-2-9b-it
107,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
107,finqa,Fin-R1
107,math500,DeepSeek-R1-0528-Qwen3-8B
107,bbh,Qwen3-8B
108,meld,Qwen2.5-Coder-7B-Instruct
108,medqa,Llama-3.1-8B-UltraMedical
108,mmlupro,gemma-2-9b-it
108,bbh,DeepSeek-R1-0528-Qwen3-8B
108,korbench,Llama-3.1-8B-Instruct
108,livecodebench,Qwen3-8B
108,math500,NVIDIA-Nemotron-Nano-9B-v2
108,finqa,Fin-R1
109,meld,Qwen2.5-Coder-7B-Instruct
109,bbh,NVIDIA-Nemotron-Nano-9B-v2
109,medqa,Llama-3.1-8B-Instruct
109,mmlupro,gemma-2-9b-it
109,korbench,Llama-3.1-8B-UltraMedical
109,livecodebench,Qwen3-8B
109,finqa,Fin-R1
109,math500,DeepSeek-R1-0528-Qwen3-8B
110,meld,Qwen2.5-Coder-7B-Instruct
110,medqa,Llama-3.1-8B-UltraMedical
110,mmlupro,gemma-2-9b-it
110,bbh,DeepSeek-R1-0528-Qwen3-8B
110,korbench,Llama-3.1-8B-Instruct
110,livecodebench,Qwen3-8B
110,math500,NVIDIA-Nemotron-Nano-9B-v2
110,finqa,Fin-R1
111,mmlupro,Llama-3.1-8B-Instruct
111,medqa,Llama-3.1-8B-UltraMedical
111,meld,gemma-2-9b-it
111,bbh,Qwen2.5-Coder-7B-Instruct
111,livecodebench,Qwen3-8B
111,finqa,Fin-R1
111,math500,DeepSeek-R1-0528-Qwen3-8B
111,korbench,NVIDIA-Nemotron-Nano-9B-v2
112,meld,Qwen2.5-Coder-7B-Instruct
112,bbh,NVIDIA-Nemotron-Nano-9B-v2
112,medqa,Llama-3.1-8B-UltraMedical
112,mmlupro,gemma-2-9b-it
112,korbench,Llama-3.1-8B-Instruct
112,livecodebench,Qwen3-8B
112,finqa,Fin-R1
112,math500,DeepSeek-R1-0528-Qwen3-8B
113,medqa,Llama-3.1-8B-Instruct
113,bbh,DeepSeek-R1-0528-Qwen3-8B
113,korbench,Qwen2.5-Coder-7B-Instruct
113,meld,gemma-2-9b-it
113,livecodebench,Qwen3-8B
113,math500,NVIDIA-Nemotron-Nano-9B-v2
113,finqa,Fin-R1
113,mmlupro,Llama-3.1-8B-UltraMedical
114,mmlupro,Llama-3.1-8B-Instruct
114,bbh,NVIDIA-Nemotron-Nano-9B-v2
114,medqa,Llama-3.1-8B-UltraMedical
114,korbench,Qwen2.5-Coder-7B-Instruct
114,meld,gemma-2-9b-it
114,livecodebench,Qwen3-8B
114,finqa,Fin-R1
114,math500,DeepSeek-R1-0528-Qwen3-8B
115,meld,Qwen2.5-Coder-7B-Instruct
115,medqa,Llama-3.1-8B-Instruct
115,mmlupro,gemma-2-9b-it
115,bbh,DeepSeek-R1-0528-Qwen3-8B
115,korbench,Llama-3.1-8B-UltraMedical
115,livecodebench,Qwen3-8B
115,math500,NVIDIA-Nemotron-Nano-9B-v2
115,finqa,Fin-R1
116,meld,Qwen2.5-Coder-7B-Instruct
116,bbh,NVIDIA-Nemotron-Nano-9B-v2
116,medqa,Llama-3.1-8B-Instruct
116,mmlupro,gemma-2-9b-it
116,korbench,Llama-3.1-8B-UltraMedical
116,livecodebench,Qwen3-8B
116,finqa,Fin-R1
116,math500,DeepSeek-R1-0528-Qwen3-8B
117,mmlupro,Llama-3.1-8B-Instruct
117,medqa,Llama-3.1-8B-UltraMedical
117,bbh,DeepSeek-R1-0528-Qwen3-8B
117,korbench,Qwen2.5-Coder-7B-Instruct
117,meld,gemma-2-9b-it
117,livecodebench,Qwen3-8B
117,math500,NVIDIA-Nemotron-Nano-9B-v2
117,finqa,Fin-R1
118,meld,Qwen2.5-Coder-7B-Instruct
118,bbh,NVIDIA-Nemotron-Nano-9B-v2
118,medqa,Llama-3.1-8B-Instruct
118,mmlupro,gemma-2-9b-it
118,korbench,Llama-3.1-8B-UltraMedical
118,livecodebench,Qwen3-8B
118,finqa,Fin-R1
118,math500,DeepSeek-R1-0528-Qwen3-8B
119,mmlupro,Llama-3.1-8B-Instruct
119,bbh,NVIDIA-Nemotron-Nano-9B-v2
119,medqa,Llama-3.1-8B-UltraMedical
119,korbench,Qwen2.5-Coder-7B-Instruct
119,meld,gemma-2-9b-it
119,livecodebench,Qwen3-8B
119,finqa,Fin-R1
119,math500,DeepSeek-R1-0528-Qwen3-8B
120,bbh,NVIDIA-Nemotron-Nano-9B-v2
120,medqa,Llama-3.1-8B-Instruct
120,korbench,Qwen2.5-Coder-7B-Instruct
120,meld,gemma-2-9b-it
120,livecodebench,Qwen3-8B
120,finqa,Fin-R1
120,mmlupro,Llama-3.1-8B-UltraMedical
120,math500,DeepSeek-R1-0528-Qwen3-8B
121,meld,Qwen2.5-Coder-7B-Instruct
121,medqa,Llama-3.1-8B-UltraMedical
121,mmlupro,gemma-2-9b-it
121,bbh,DeepSeek-R1-0528-Qwen3-8B
121,math500,Qwen3-8B
121,korbench,Llama-3.1-8B-Instruct
121,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
121,finqa,Fin-R1
122,mmlupro,Llama-3.1-8B-Instruct
122,medqa,Llama-3.1-8B-UltraMedical
122,bbh,DeepSeek-R1-0528-Qwen3-8B
122,korbench,Qwen2.5-Coder-7B-Instruct
122,meld,gemma-2-9b-it
122,livecodebench,Qwen3-8B
122,math500,NVIDIA-Nemotron-Nano-9B-v2
122,finqa,Fin-R1
123,meld,Qwen2.5-Coder-7B-Instruct
123,medqa,Llama-3.1-8B-Instruct
123,mmlupro,gemma-2-9b-it
123,bbh,DeepSeek-R1-0528-Qwen3-8B
123,korbench,Llama-3.1-8B-UltraMedical
123,livecodebench,Qwen3-8B
123,math500,NVIDIA-Nemotron-Nano-9B-v2
123,finqa,Fin-R1
124,meld,Qwen2.5-Coder-7B-Instruct
124,bbh,NVIDIA-Nemotron-Nano-9B-v2
124,medqa,Llama-3.1-8B-Instruct
124,mmlupro,Llama-3.1-8B-UltraMedical
124,livecodebench,Qwen3-8B
124,finqa,Fin-R1
124,korbench,gemma-2-9b-it
124,math500,DeepSeek-R1-0528-Qwen3-8B
125,mmlupro,Qwen2.5-Coder-7B-Instruct
125,medqa,Llama-3.1-8B-Instruct
125,meld,gemma-2-9b-it
125,bbh,Llama-3.1-8B-UltraMedical
125,livecodebench,Qwen3-8B
125,finqa,Fin-R1
125,math500,DeepSeek-R1-0528-Qwen3-8B
125,korbench,NVIDIA-Nemotron-Nano-9B-v2
126,medqa,Llama-3.1-8B-Instruct
126,bbh,Qwen3-8B
126,korbench,Qwen2.5-Coder-7B-Instruct
126,meld,gemma-2-9b-it
126,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
126,finqa,Fin-R1
126,mmlupro,Llama-3.1-8B-UltraMedical
126,math500,DeepSeek-R1-0528-Qwen3-8B
127,meld,Qwen2.5-Coder-7B-Instruct
127,medqa,Llama-3.1-8B-Instruct
127,mmlupro,gemma-2-9b-it
127,bbh,DeepSeek-R1-0528-Qwen3-8B
127,korbench,Llama-3.1-8B-UltraMedical
127,livecodebench,Qwen3-8B
127,math500,NVIDIA-Nemotron-Nano-9B-v2
127,finqa,Fin-R1
128,mmlupro,Llama-3.1-8B-Instruct
128,medqa,Llama-3.1-8B-UltraMedical
128,bbh,DeepSeek-R1-0528-Qwen3-8B
128,korbench,Qwen2.5-Coder-7B-Instruct
128,meld,gemma-2-9b-it
128,livecodebench,Qwen3-8B
128,math500,NVIDIA-Nemotron-Nano-9B-v2
128,finqa,Fin-R1
129,mmlupro,Llama-3.1-8B-Instruct
129,bbh,NVIDIA-Nemotron-Nano-9B-v2
129,medqa,Llama-3.1-8B-UltraMedical
129,korbench,Qwen2.5-Coder-7B-Instruct
129,meld,gemma-2-9b-it
129,livecodebench,Qwen3-8B
129,finqa,Fin-R1
129,math500,DeepSeek-R1-0528-Qwen3-8B
130,meld,Qwen2.5-Coder-7B-Instruct
130,medqa,Llama-3.1-8B-UltraMedical
130,mmlupro,gemma-2-9b-it
130,bbh,DeepSeek-R1-0528-Qwen3-8B
130,korbench,Llama-3.1-8B-Instruct
130,livecodebench,Qwen3-8B
130,math500,NVIDIA-Nemotron-Nano-9B-v2
130,finqa,Fin-R1
131,meld,Qwen2.5-Coder-7B-Instruct
131,medqa,Llama-3.1-8B-UltraMedical
131,mmlupro,gemma-2-9b-it
131,bbh,DeepSeek-R1-0528-Qwen3-8B
131,korbench,Llama-3.1-8B-Instruct
131,livecodebench,Qwen3-8B
131,math500,NVIDIA-Nemotron-Nano-9B-v2
131,finqa,Fin-R1
132,medqa,Llama-3.1-8B-Instruct
132,bbh,DeepSeek-R1-0528-Qwen3-8B
132,korbench,Qwen2.5-Coder-7B-Instruct
132,meld,gemma-2-9b-it
132,livecodebench,Qwen3-8B
132,math500,NVIDIA-Nemotron-Nano-9B-v2
132,finqa,Fin-R1
132,mmlupro,Llama-3.1-8B-UltraMedical
133,meld,Qwen2.5-Coder-7B-Instruct
133,medqa,Llama-3.1-8B-UltraMedical
133,mmlupro,gemma-2-9b-it
133,bbh,DeepSeek-R1-0528-Qwen3-8B
133,korbench,Llama-3.1-8B-Instruct
133,livecodebench,Qwen3-8B
133,math500,NVIDIA-Nemotron-Nano-9B-v2
133,finqa,Fin-R1
134,mmlupro,Llama-3.1-8B-Instruct
134,medqa,Llama-3.1-8B-UltraMedical
134,bbh,DeepSeek-R1-0528-Qwen3-8B
134,korbench,Qwen2.5-Coder-7B-Instruct
134,meld,gemma-2-9b-it
134,livecodebench,Qwen3-8B
134,math500,NVIDIA-Nemotron-Nano-9B-v2
134,finqa,Fin-R1
135,mmlupro,Qwen2.5-Coder-7B-Instruct
135,medqa,Llama-3.1-8B-UltraMedical
135,meld,gemma-2-9b-it
135,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
135,bbh,Llama-3.1-8B-Instruct
135,finqa,Fin-R1
135,math500,DeepSeek-R1-0528-Qwen3-8B
135,korbench,Qwen3-8B
136,meld,Qwen2.5-Coder-7B-Instruct
136,medqa,Llama-3.1-8B-Instruct
136,mmlupro,gemma-2-9b-it
136,bbh,DeepSeek-R1-0528-Qwen3-8B
136,korbench,Llama-3.1-8B-UltraMedical
136,livecodebench,Qwen3-8B
136,math500,NVIDIA-Nemotron-Nano-9B-v2
136,finqa,Fin-R1
137,meld,Qwen2.5-Coder-7B-Instruct
137,medqa,Llama-3.1-8B-Instruct
137,mmlupro,gemma-2-9b-it
137,bbh,DeepSeek-R1-0528-Qwen3-8B
137,korbench,Llama-3.1-8B-UltraMedical
137,livecodebench,Qwen3-8B
137,math500,NVIDIA-Nemotron-Nano-9B-v2
137,finqa,Fin-R1
138,mmlupro,Llama-3.1-8B-Instruct
138,medqa,Llama-3.1-8B-UltraMedical
138,bbh,DeepSeek-R1-0528-Qwen3-8B
138,korbench,Qwen2.5-Coder-7B-Instruct
138,meld,gemma-2-9b-it
138,livecodebench,Qwen3-8B
138,math500,NVIDIA-Nemotron-Nano-9B-v2
138,finqa,Fin-R1
139,meld,Qwen2.5-Coder-7B-Instruct
139,medqa,Llama-3.1-8B-UltraMedical
139,mmlupro,gemma-2-9b-it
139,bbh,DeepSeek-R1-0528-Qwen3-8B
139,korbench,Llama-3.1-8B-Instruct
139,livecodebench,Qwen3-8B
139,math500,NVIDIA-Nemotron-Nano-9B-v2
139,finqa,Fin-R1
140,meld,Qwen2.5-Coder-7B-Instruct
140,medqa,Llama-3.1-8B-UltraMedical
140,mmlupro,gemma-2-9b-it
140,bbh,DeepSeek-R1-0528-Qwen3-8B
140,korbench,Llama-3.1-8B-Instruct
140,livecodebench,Qwen3-8B
140,math500,NVIDIA-Nemotron-Nano-9B-v2
140,finqa,Fin-R1
141,mmlupro,Llama-3.1-8B-Instruct
141,bbh,NVIDIA-Nemotron-Nano-9B-v2
141,medqa,Llama-3.1-8B-UltraMedical
141,korbench,Qwen2.5-Coder-7B-Instruct
141,meld,gemma-2-9b-it
141,livecodebench,Qwen3-8B
141,finqa,Fin-R1
141,math500,DeepSeek-R1-0528-Qwen3-8B
142,mmlupro,Qwen2.5-Coder-7B-Instruct
142,medqa,Llama-3.1-8B-UltraMedical
142,meld,gemma-2-9b-it
142,livecodebench,Qwen3-8B
142,bbh,Llama-3.1-8B-Instruct
142,finqa,Fin-R1
142,math500,DeepSeek-R1-0528-Qwen3-8B
142,korbench,NVIDIA-Nemotron-Nano-9B-v2
143,korbench,DeepSeek-R1-0528-Qwen3-8B
143,medqa,Llama-3.1-8B-Instruct
143,meld,gemma-2-9b-it
143,bbh,Qwen2.5-Coder-7B-Instruct
143,livecodebench,Qwen3-8B
143,math500,NVIDIA-Nemotron-Nano-9B-v2
143,finqa,Fin-R1
143,mmlupro,Llama-3.1-8B-UltraMedical
144,mmlupro,Llama-3.1-8B-Instruct
144,medqa,Llama-3.1-8B-UltraMedical
144,bbh,DeepSeek-R1-0528-Qwen3-8B
144,korbench,Qwen2.5-Coder-7B-Instruct
144,meld,gemma-2-9b-it
144,livecodebench,Qwen3-8B
144,math500,NVIDIA-Nemotron-Nano-9B-v2
144,finqa,Fin-R1
145,mmlupro,Llama-3.1-8B-Instruct
145,bbh,NVIDIA-Nemotron-Nano-9B-v2
145,medqa,Llama-3.1-8B-UltraMedical
145,korbench,Qwen2.5-Coder-7B-Instruct
145,meld,gemma-2-9b-it
145,livecodebench,Qwen3-8B
145,finqa,Fin-R1
145,math500,DeepSeek-R1-0528-Qwen3-8B
146,medqa,Llama-3.1-8B-Instruct
146,bbh,DeepSeek-R1-0528-Qwen3-8B
146,korbench,Qwen2.5-Coder-7B-Instruct
146,meld,gemma-2-9b-it
146,livecodebench,Qwen3-8B
146,math500,NVIDIA-Nemotron-Nano-9B-v2
146,finqa,Fin-R1
146,mmlupro,Llama-3.1-8B-UltraMedical
147,mmlupro,Llama-3.1-8B-Instruct
147,medqa,Llama-3.1-8B-UltraMedical
147,bbh,DeepSeek-R1-0528-Qwen3-8B
147,korbench,Qwen2.5-Coder-7B-Instruct
147,meld,gemma-2-9b-it
147,livecodebench,Qwen3-8B
147,math500,NVIDIA-Nemotron-Nano-9B-v2
147,finqa,Fin-R1
148,meld,Qwen2.5-Coder-7B-Instruct
148,medqa,Llama-3.1-8B-UltraMedical
148,mmlupro,gemma-2-9b-it
148,livecodebench,Qwen3-8B
148,bbh,Llama-3.1-8B-Instruct
148,finqa,Fin-R1
148,math500,DeepSeek-R1-0528-Qwen3-8B
148,korbench,NVIDIA-Nemotron-Nano-9B-v2
149,meld,Qwen2.5-Coder-7B-Instruct
149,bbh,NVIDIA-Nemotron-Nano-9B-v2
149,medqa,Llama-3.1-8B-Instruct
149,mmlupro,gemma-2-9b-it
149,korbench,Llama-3.1-8B-UltraMedical
149,livecodebench,Qwen3-8B
149,finqa,Fin-R1
149,math500,DeepSeek-R1-0528-Qwen3-8B
150,medqa,Llama-3.1-8B-Instruct
150,bbh,DeepSeek-R1-0528-Qwen3-8B
150,korbench,Qwen2.5-Coder-7B-Instruct
150,meld,gemma-2-9b-it
150,livecodebench,Qwen3-8B
150,math500,NVIDIA-Nemotron-Nano-9B-v2
150,finqa,Fin-R1
150,mmlupro,Llama-3.1-8B-UltraMedical
151,medqa,Llama-3.1-8B-Instruct
151,bbh,DeepSeek-R1-0528-Qwen3-8B
151,korbench,Qwen2.5-Coder-7B-Instruct
151,meld,gemma-2-9b-it
151,livecodebench,Qwen3-8B
151,math500,NVIDIA-Nemotron-Nano-9B-v2
151,finqa,Fin-R1
151,mmlupro,Llama-3.1-8B-UltraMedical
152,korbench,DeepSeek-R1-0528-Qwen3-8B
152,medqa,Llama-3.1-8B-UltraMedical
152,meld,gemma-2-9b-it
152,livecodebench,Qwen3-8B
152,math500,NVIDIA-Nemotron-Nano-9B-v2
152,bbh,Llama-3.1-8B-Instruct
152,finqa,Fin-R1
152,mmlupro,Qwen2.5-Coder-7B-Instruct
153,mmlupro,Llama-3.1-8B-Instruct
153,medqa,Llama-3.1-8B-UltraMedical
153,bbh,DeepSeek-R1-0528-Qwen3-8B
153,korbench,Qwen2.5-Coder-7B-Instruct
153,meld,gemma-2-9b-it
153,livecodebench,Qwen3-8B
153,math500,NVIDIA-Nemotron-Nano-9B-v2
153,finqa,Fin-R1
154,mmlupro,Llama-3.1-8B-Instruct
154,bbh,NVIDIA-Nemotron-Nano-9B-v2
154,medqa,Llama-3.1-8B-UltraMedical
154,korbench,Qwen2.5-Coder-7B-Instruct
154,meld,gemma-2-9b-it
154,livecodebench,Qwen3-8B
154,finqa,Fin-R1
154,math500,DeepSeek-R1-0528-Qwen3-8B
155,mmlupro,Llama-3.1-8B-Instruct
155,bbh,NVIDIA-Nemotron-Nano-9B-v2
155,medqa,Llama-3.1-8B-UltraMedical
155,korbench,Qwen2.5-Coder-7B-Instruct
155,meld,gemma-2-9b-it
155,livecodebench,Qwen3-8B
155,finqa,Fin-R1
155,math500,DeepSeek-R1-0528-Qwen3-8B
156,mmlupro,Llama-3.1-8B-Instruct
156,meld,Qwen2.5-Coder-7B-Instruct
156,bbh,NVIDIA-Nemotron-Nano-9B-v2
156,medqa,Llama-3.1-8B-UltraMedical
156,livecodebench,Qwen3-8B
156,finqa,Fin-R1
156,korbench,gemma-2-9b-it
156,math500,DeepSeek-R1-0528-Qwen3-8B
157,mmlupro,Qwen2.5-Coder-7B-Instruct
157,medqa,Llama-3.1-8B-UltraMedical
157,meld,gemma-2-9b-it
157,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
157,bbh,Llama-3.1-8B-Instruct
157,finqa,Fin-R1
157,math500,DeepSeek-R1-0528-Qwen3-8B
157,korbench,Qwen3-8B
158,mmlupro,Llama-3.1-8B-Instruct
158,bbh,NVIDIA-Nemotron-Nano-9B-v2
158,medqa,Llama-3.1-8B-UltraMedical
158,korbench,Qwen2.5-Coder-7B-Instruct
158,meld,gemma-2-9b-it
158,livecodebench,Qwen3-8B
158,finqa,Fin-R1
