replicate,task,model
79,livecodebench,Llama-3.1-8B-UltraMedical
79,korbench,Llama-3.1-8B-Instruct
79,meld,Qwen2.5-Coder-7B-Instruct
79,finqa,Fin-R1
79,bbh,DeepSeek-R1-0528-Qwen3-8B
80,mmlupro,gemma-2-9b-it
80,livecodebench,Llama-3.1-8B-UltraMedical
80,math500,DeepSeek-R1-0528-Qwen3-8B
80,bbh,NVIDIA-Nemotron-Nano-9B-v2
80,korbench,Llama-3.1-8B-Instruct
80,meld,Qwen2.5-Coder-7B-Instruct
80,finqa,Fin-R1
80,medqa,Qwen3-8B
81,mmlupro,gemma-2-9b-it
81,livecodebench,Llama-3.1-8B-UltraMedical
81,math500,NVIDIA-Nemotron-Nano-9B-v2
81,korbench,Llama-3.1-8B-Instruct
81,meld,Qwen2.5-Coder-7B-Instruct
81,finqa,Fin-R1
81,bbh,DeepSeek-R1-0528-Qwen3-8B
81,medqa,Qwen3-8B
82,mmlupro,Llama-3.1-8B-Instruct
82,math500,NVIDIA-Nemotron-Nano-9B-v2
82,livecodebench,Qwen2.5-Coder-7B-Instruct
82,meld,gemma-2-9b-it
82,bbh,DeepSeek-R1-0528-Qwen3-8B
82,finqa,Fin-R1
82,korbench,Llama-3.1-8B-UltraMedical
82,medqa,Qwen3-8B
83,mmlupro,Llama-3.1-8B-Instruct
83,korbench,Qwen2.5-Coder-7B-Instruct
83,livecodebench,Llama-3.1-8B-UltraMedical
83,math500,NVIDIA-Nemotron-Nano-9B-v2
83,meld,gemma-2-9b-it
83,bbh,DeepSeek-R1-0528-Qwen3-8B
83,finqa,Fin-R1
83,medqa,Qwen3-8B
84,mmlupro,gemma-2-9b-it
84,livecodebench,Llama-3.1-8B-UltraMedical
84,math500,NVIDIA-Nemotron-Nano-9B-v2
84,korbench,Llama-3.1-8B-Instruct
84,meld,Qwen2.5-Coder-7B-Instruct
84,finqa,Fin-R1
84,bbh,DeepSeek-R1-0528-Qwen3-8B
84,medqa,Qwen3-8B
85,mmlupro,gemma-2-9b-it
85,livecodebench,Llama-3.1-8B-UltraMedical
85,math500,NVIDIA-Nemotron-Nano-9B-v2
85,korbench,Llama-3.1-8B-Instruct
85,meld,Qwen2.5-Coder-7B-Instruct
85,finqa,Fin-R1
85,bbh,DeepSeek-R1-0528-Qwen3-8B
85,medqa,Qwen3-8B
86,mmlupro,gemma-2-9b-it
86,livecodebench,Llama-3.1-8B-UltraMedical
86,math500,DeepSeek-R1-0528-Qwen3-8B
86,bbh,NVIDIA-Nemotron-Nano-9B-v2
86,korbench,Llama-3.1-8B-Instruct
86,meld,Qwen2.5-Coder-7B-Instruct
86,finqa,Fin-R1
86,medqa,Qwen3-8B
87,mmlupro,Llama-3.1-8B-Instruct
87,korbench,Qwen2.5-Coder-7B-Instruct
87,livecodebench,Llama-3.1-8B-UltraMedical
87,math500,NVIDIA-Nemotron-Nano-9B-v2
87,meld,gemma-2-9b-it
87,bbh,DeepSeek-R1-0528-Qwen3-8B
87,finqa,Fin-R1
87,medqa,Qwen3-8B
88,mmlupro,gemma-2-9b-it
88,livecodebench,Llama-3.1-8B-Instruct
88,math500,NVIDIA-Nemotron-Nano-9B-v2
88,meld,Qwen2.5-Coder-7B-Instruct
88,bbh,DeepSeek-R1-0528-Qwen3-8B
88,finqa,Fin-R1
88,korbench,Llama-3.1-8B-UltraMedical
88,medqa,Qwen3-8B
89,finqa,NVIDIA-Nemotron-Nano-9B-v2
89,math500,Qwen3-8B
89,livecodebench,Llama-3.1-8B-UltraMedical
89,meld,gemma-2-9b-it
89,bbh,DeepSeek-R1-0528-Qwen3-8B
89,mmlupro,Fin-R1
89,korbench,Qwen2.5-Coder-7B-Instruct
89,medqa,Llama-3.1-8B-Instruct
90,meld,Fin-R1
90,mmlupro,gemma-2-9b-it
90,finqa,NVIDIA-Nemotron-Nano-9B-v2
90,math500,Qwen3-8B
90,livecodebench,Llama-3.1-8B-UltraMedical
90,bbh,DeepSeek-R1-0528-Qwen3-8B
90,korbench,Qwen2.5-Coder-7B-Instruct
90,medqa,Llama-3.1-8B-Instruct
91,mmlupro,gemma-2-9b-it
91,livecodebench,Llama-3.1-8B-UltraMedical
91,math500,DeepSeek-R1-0528-Qwen3-8B
91,bbh,NVIDIA-Nemotron-Nano-9B-v2
91,korbench,Llama-3.1-8B-Instruct
91,meld,Qwen2.5-Coder-7B-Instruct
91,finqa,Fin-R1
91,medqa,Qwen3-8B
92,mmlupro,gemma-2-9b-it
92,livecodebench,Llama-3.1-8B-UltraMedical
92,math500,DeepSeek-R1-0528-Qwen3-8B
92,bbh,NVIDIA-Nemotron-Nano-9B-v2
92,korbench,Llama-3.1-8B-Instruct
92,meld,Qwen2.5-Coder-7B-Instruct
92,finqa,Fin-R1
92,medqa,Qwen3-8B
93,mmlupro,Llama-3.1-8B-Instruct
93,korbench,Qwen2.5-Coder-7B-Instruct
93,livecodebench,Llama-3.1-8B-UltraMedical
93,math500,NVIDIA-Nemotron-Nano-9B-v2
93,meld,gemma-2-9b-it
93,bbh,DeepSeek-R1-0528-Qwen3-8B
93,finqa,Fin-R1
93,medqa,Qwen3-8B
94,mmlupro,gemma-2-9b-it
94,livecodebench,Llama-3.1-8B-UltraMedical
94,math500,NVIDIA-Nemotron-Nano-9B-v2
94,korbench,Llama-3.1-8B-Instruct
94,meld,Qwen2.5-Coder-7B-Instruct
94,finqa,Fin-R1
94,bbh,DeepSeek-R1-0528-Qwen3-8B
94,medqa,Qwen3-8B
95,mmlupro,gemma-2-9b-it
95,livecodebench,Llama-3.1-8B-UltraMedical
95,math500,NVIDIA-Nemotron-Nano-9B-v2
95,korbench,Llama-3.1-8B-Instruct
95,meld,Qwen2.5-Coder-7B-Instruct
95,finqa,Fin-R1
95,bbh,DeepSeek-R1-0528-Qwen3-8B
95,medqa,Qwen3-8B
96,mmlupro,Llama-3.1-8B-Instruct
96,medqa,Qwen3-8B
96,livecodebench,Llama-3.1-8B-UltraMedical
96,meld,gemma-2-9b-it
96,math500,DeepSeek-R1-0528-Qwen3-8B
96,bbh,NVIDIA-Nemotron-Nano-9B-v2
96,finqa,Fin-R1
96,korbench,Qwen2.5-Coder-7B-Instruct
97,mmlupro,gemma-2-9b-it
97,livecodebench,Llama-3.1-8B-UltraMedical
97,math500,NVIDIA-Nemotron-Nano-9B-v2
97,korbench,Llama-3.1-8B-Instruct
97,meld,Qwen2.5-Coder-7B-Instruct
97,finqa,Fin-R1
97,bbh,DeepSeek-R1-0528-Qwen3-8B
97,medqa,Qwen3-8B
98,mmlupro,NVIDIA-Nemotron-Nano-9B-v2
98,math500,Qwen3-8B
98,livecodebench,Llama-3.1-8B-UltraMedical
98,meld,gemma-2-9b-it
98,bbh,DeepSeek-R1-0528-Qwen3-8B
98,finqa,Fin-R1
98,korbench,Qwen2.5-Coder-7B-Instruct
98,medqa,Llama-3.1-8B-Instruct
99,mmlupro,gemma-2-9b-it
99,livecodebench,Llama-3.1-8B-UltraMedical
99,math500,NVIDIA-Nemotron-Nano-9B-v2
99,korbench,Llama-3.1-8B-Instruct
99,meld,Qwen2.5-Coder-7B-Instruct
99,finqa,Fin-R1
99,bbh,DeepSeek-R1-0528-Qwen3-8B
99,medqa,Qwen3-8B
100,livecodebench,Llama-3.1-8B-Instruct
100,mmlupro,Qwen2.5-Coder-7B-Instruct
100,math500,NVIDIA-Nemotron-Nano-9B-v2
100,meld,gemma-2-9b-it
100,bbh,DeepSeek-R1-0528-Qwen3-8B
100,finqa,Fin-R1
100,korbench,Llama-3.1-8B-UltraMedical
100,medqa,Qwen3-8B
101,mmlupro,gemma-2-9b-it
101,livecodebench,Llama-3.1-8B-UltraMedical
101,math500,NVIDIA-Nemotron-Nano-9B-v2
101,korbench,Llama-3.1-8B-Instruct
101,meld,Qwen2.5-Coder-7B-Instruct
101,finqa,Fin-R1
101,bbh,DeepSeek-R1-0528-Qwen3-8B
101,medqa,Qwen3-8B
102,mmlupro,gemma-2-9b-it
102,livecodebench,Llama-3.1-8B-UltraMedical
102,math500,DeepSeek-R1-0528-Qwen3-8B
102,bbh,NVIDIA-Nemotron-Nano-9B-v2
102,korbench,Llama-3.1-8B-Instruct
102,meld,Qwen2.5-Coder-7B-Instruct
102,finqa,Fin-R1
102,medqa,Qwen3-8B
103,mmlupro,Qwen2.5-Coder-7B-Instruct
103,livecodebench,Llama-3.1-8B-UltraMedical
103,meld,gemma-2-9b-it
103,math500,DeepSeek-R1-0528-Qwen3-8B
103,bbh,NVIDIA-Nemotron-Nano-9B-v2
103,korbench,Llama-3.1-8B-Instruct
103,finqa,Fin-R1
103,medqa,Qwen3-8B
104,mmlupro,gemma-2-9b-it
104,livecodebench,Llama-3.1-8B-UltraMedical
104,math500,DeepSeek-R1-0528-Qwen3-8B
104,bbh,NVIDIA-Nemotron-Nano-9B-v2
104,korbench,Llama-3.1-8B-Instruct
104,meld,Qwen2.5-Coder-7B-Instruct
104,finqa,Fin-R1
104,medqa,Qwen3-8B
105,mmlupro,gemma-2-9b-it
105,livecodebench,Llama-3.1-8B-UltraMedical
105,math500,NVIDIA-Nemotron-Nano-9B-v2
105,korbench,Llama-3.1-8B-Instruct
105,meld,Qwen2.5-Coder-7B-Instruct
105,finqa,Fin-R1
105,bbh,DeepSeek-R1-0528-Qwen3-8B
105,medqa,Qwen3-8B
106,finqa,NVIDIA-Nemotron-Nano-9B-v2
106,math500,Qwen3-8B
106,livecodebench,Llama-3.1-8B-UltraMedical
106,meld,gemma-2-9b-it
106,bbh,DeepSeek-R1-0528-Qwen3-8B
106,mmlupro,Fin-R1
106,korbench,Qwen2.5-Coder-7B-Instruct
106,medqa,Llama-3.1-8B-Instruct
107,mmlupro,Qwen2.5-Coder-7B-Instruct
107,livecodebench,Llama-3.1-8B-UltraMedical
107,meld,gemma-2-9b-it
107,math500,DeepSeek-R1-0528-Qwen3-8B
107,bbh,NVIDIA-Nemotron-Nano-9B-v2
107,korbench,Llama-3.1-8B-Instruct
107,finqa,Fin-R1
107,medqa,Qwen3-8B
108,mmlupro,gemma-2-9b-it
108,livecodebench,Llama-3.1-8B-UltraMedical
108,math500,NVIDIA-Nemotron-Nano-9B-v2
108,korbench,Llama-3.1-8B-Instruct
108,meld,Qwen2.5-Coder-7B-Instruct
108,finqa,Fin-R1
108,bbh,DeepSeek-R1-0528-Qwen3-8B
108,medqa,Qwen3-8B
109,mmlupro,gemma-2-9b-it
109,livecodebench,Llama-3.1-8B-UltraMedical
109,math500,DeepSeek-R1-0528-Qwen3-8B
109,bbh,NVIDIA-Nemotron-Nano-9B-v2
109,korbench,Llama-3.1-8B-Instruct
109,meld,Qwen2.5-Coder-7B-Instruct
109,finqa,Fin-R1
109,medqa,Qwen3-8B
110,medqa,NVIDIA-Nemotron-Nano-9B-v2
110,mmlupro,gemma-2-9b-it
110,math500,Qwen3-8B
110,livecodebench,Llama-3.1-8B-UltraMedical
110,korbench,Llama-3.1-8B-Instruct
110,meld,Qwen2.5-Coder-7B-Instruct
110,finqa,Fin-R1
110,bbh,DeepSeek-R1-0528-Qwen3-8B
111,mmlupro,gemma-2-9b-it
111,livecodebench,Llama-3.1-8B-UltraMedical
111,math500,DeepSeek-R1-0528-Qwen3-8B
111,bbh,NVIDIA-Nemotron-Nano-9B-v2
111,korbench,Llama-3.1-8B-Instruct
111,meld,Qwen2.5-Coder-7B-Instruct
111,finqa,Fin-R1
111,medqa,Qwen3-8B
112,medqa,NVIDIA-Nemotron-Nano-9B-v2
112,mmlupro,gemma-2-9b-it
112,bbh,Qwen3-8B
112,livecodebench,Llama-3.1-8B-UltraMedical
112,math500,DeepSeek-R1-0528-Qwen3-8B
112,korbench,Llama-3.1-8B-Instruct
112,meld,Qwen2.5-Coder-7B-Instruct
112,finqa,Fin-R1
113,medqa,NVIDIA-Nemotron-Nano-9B-v2
113,mmlupro,gemma-2-9b-it
113,math500,Qwen3-8B
113,livecodebench,Llama-3.1-8B-UltraMedical
113,korbench,Llama-3.1-8B-Instruct
113,meld,Qwen2.5-Coder-7B-Instruct
113,finqa,Fin-R1
113,bbh,DeepSeek-R1-0528-Qwen3-8B
114,mmlupro,gemma-2-9b-it
114,livecodebench,Llama-3.1-8B-UltraMedical
114,math500,DeepSeek-R1-0528-Qwen3-8B
114,bbh,NVIDIA-Nemotron-Nano-9B-v2
114,korbench,Llama-3.1-8B-Instruct
114,meld,Qwen2.5-Coder-7B-Instruct
114,finqa,Fin-R1
114,medqa,Qwen3-8B
115,mmlupro,gemma-2-9b-it
115,livecodebench,Llama-3.1-8B-UltraMedical
115,math500,NVIDIA-Nemotron-Nano-9B-v2
115,korbench,Llama-3.1-8B-Instruct
115,meld,Qwen2.5-Coder-7B-Instruct
115,finqa,Fin-R1
115,bbh,DeepSeek-R1-0528-Qwen3-8B
115,medqa,Qwen3-8B
116,mmlupro,gemma-2-9b-it
116,livecodebench,Llama-3.1-8B-UltraMedical
116,math500,DeepSeek-R1-0528-Qwen3-8B
116,bbh,NVIDIA-Nemotron-Nano-9B-v2
116,korbench,Llama-3.1-8B-Instruct
116,meld,Qwen2.5-Coder-7B-Instruct
116,finqa,Fin-R1
116,medqa,Qwen3-8B
117,mmlupro,Llama-3.1-8B-Instruct
117,korbench,Qwen2.5-Coder-7B-Instruct
117,livecodebench,Llama-3.1-8B-UltraMedical
117,math500,NVIDIA-Nemotron-Nano-9B-v2
117,meld,gemma-2-9b-it
117,bbh,DeepSeek-R1-0528-Qwen3-8B
117,finqa,Fin-R1
117,medqa,Qwen3-8B
118,mmlupro,gemma-2-9b-it
118,livecodebench,Llama-3.1-8B-UltraMedical
118,math500,DeepSeek-R1-0528-Qwen3-8B
118,bbh,NVIDIA-Nemotron-Nano-9B-v2
118,korbench,Llama-3.1-8B-Instruct
118,meld,Qwen2.5-Coder-7B-Instruct
118,finqa,Fin-R1
118,medqa,Qwen3-8B
119,mmlupro,Llama-3.1-8B-Instruct
119,medqa,Llama-3.1-8B-UltraMedical
119,meld,gemma-2-9b-it
119,math500,DeepSeek-R1-0528-Qwen3-8B
119,bbh,NVIDIA-Nemotron-Nano-9B-v2
119,livecodebench,Fin-R1
119,korbench,Qwen2.5-Coder-7B-Instruct
119,finqa,Qwen3-8B
120,mmlupro,gemma-2-9b-it
120,livecodebench,Llama-3.1-8B-UltraMedical
120,math500,DeepSeek-R1-0528-Qwen3-8B
120,bbh,NVIDIA-Nemotron-Nano-9B-v2
120,korbench,Llama-3.1-8B-Instruct
120,meld,Qwen2.5-Coder-7B-Instruct
120,finqa,Fin-R1
120,medqa,Qwen3-8B
121,mmlupro,gemma-2-9b-it
121,livecodebench,Llama-3.1-8B-UltraMedical
121,math500,NVIDIA-Nemotron-Nano-9B-v2
121,korbench,Llama-3.1-8B-Instruct
121,meld,Qwen2.5-Coder-7B-Instruct
121,finqa,Fin-R1
121,bbh,DeepSeek-R1-0528-Qwen3-8B
121,medqa,Qwen3-8B
122,mmlupro,gemma-2-9b-it
122,livecodebench,Llama-3.1-8B-UltraMedical
122,math500,DeepSeek-R1-0528-Qwen3-8B
122,bbh,NVIDIA-Nemotron-Nano-9B-v2
122,korbench,Llama-3.1-8B-Instruct
122,meld,Qwen2.5-Coder-7B-Instruct
122,finqa,Fin-R1
122,medqa,Qwen3-8B
123,mmlupro,gemma-2-9b-it
123,livecodebench,Llama-3.1-8B-UltraMedical
123,math500,NVIDIA-Nemotron-Nano-9B-v2
123,korbench,Llama-3.1-8B-Instruct
123,meld,Qwen2.5-Coder-7B-Instruct
123,finqa,Fin-R1
123,bbh,DeepSeek-R1-0528-Qwen3-8B
123,medqa,Qwen3-8B
124,mmlupro,gemma-2-9b-it
124,livecodebench,Llama-3.1-8B-UltraMedical
124,math500,DeepSeek-R1-0528-Qwen3-8B
124,bbh,NVIDIA-Nemotron-Nano-9B-v2
124,korbench,Llama-3.1-8B-Instruct
124,meld,Qwen2.5-Coder-7B-Instruct
124,finqa,Fin-R1
124,medqa,Qwen3-8B
125,mmlupro,gemma-2-9b-it
125,livecodebench,Llama-3.1-8B-UltraMedical
125,math500,DeepSeek-R1-0528-Qwen3-8B
125,bbh,NVIDIA-Nemotron-Nano-9B-v2
125,korbench,Llama-3.1-8B-Instruct
125,meld,Qwen2.5-Coder-7B-Instruct
125,finqa,Fin-R1
125,medqa,Qwen3-8B
126,mmlupro,gemma-2-9b-it
126,livecodebench,Llama-3.1-8B-UltraMedical
126,math500,DeepSeek-R1-0528-Qwen3-8B
126,bbh,NVIDIA-Nemotron-Nano-9B-v2
126,korbench,Llama-3.1-8B-Instruct
126,meld,Qwen2.5-Coder-7B-Instruct
126,finqa,Fin-R1
126,medqa,Qwen3-8B
127,mmlupro,gemma-2-9b-it
127,livecodebench,Llama-3.1-8B-UltraMedical
127,math500,DeepSeek-R1-0528-Qwen3-8B
127,bbh,NVIDIA-Nemotron-Nano-9B-v2
127,korbench,Llama-3.1-8B-Instruct
127,meld,Qwen2.5-Coder-7B-Instruct
127,finqa,Fin-R1
127,medqa,Qwen3-8B
128,mmlupro,gemma-2-9b-it
128,livecodebench,Llama-3.1-8B-UltraMedical
128,math500,DeepSeek-R1-0528-Qwen3-8B
128,bbh,NVIDIA-Nemotron-Nano-9B-v2
128,korbench,Llama-3.1-8B-Instruct
128,meld,Qwen2.5-Coder-7B-Instruct
128,finqa,Fin-R1
128,medqa,Qwen3-8B
129,mmlupro,gemma-2-9b-it
129,livecodebench,Llama-3.1-8B-Instruct
129,math500,DeepSeek-R1-0528-Qwen3-8B
129,bbh,NVIDIA-Nemotron-Nano-9B-v2
129,meld,Qwen2.5-Coder-7B-Instruct
129,finqa,Fin-R1
129,korbench,Llama-3.1-8B-UltraMedical
129,medqa,Qwen3-8B
130,mmlupro,gemma-2-9b-it
130,livecodebench,Llama-3.1-8B-UltraMedical
130,math500,NVIDIA-Nemotron-Nano-9B-v2
130,korbench,Llama-3.1-8B-Instruct
130,meld,Qwen2.5-Coder-7B-Instruct
130,finqa,Fin-R1
130,bbh,DeepSeek-R1-0528-Qwen3-8B
130,medqa,Qwen3-8B
131,mmlupro,gemma-2-9b-it
131,livecodebench,Llama-3.1-8B-UltraMedical
131,math500,NVIDIA-Nemotron-Nano-9B-v2
131,korbench,Llama-3.1-8B-Instruct
131,meld,Qwen2.5-Coder-7B-Instruct
131,finqa,Fin-R1
131,bbh,DeepSeek-R1-0528-Qwen3-8B
131,medqa,Qwen3-8B
132,mmlupro,Llama-3.1-8B-Instruct
132,medqa,Qwen3-8B
132,livecodebench,Llama-3.1-8B-UltraMedical
132,meld,gemma-2-9b-it
132,math500,DeepSeek-R1-0528-Qwen3-8B
132,bbh,NVIDIA-Nemotron-Nano-9B-v2
132,finqa,Fin-R1
132,korbench,Qwen2.5-Coder-7B-Instruct
133,mmlupro,gemma-2-9b-it
133,livecodebench,Llama-3.1-8B-UltraMedical
133,math500,NVIDIA-Nemotron-Nano-9B-v2
133,korbench,Llama-3.1-8B-Instruct
133,meld,Qwen2.5-Coder-7B-Instruct
133,finqa,Fin-R1
133,bbh,DeepSeek-R1-0528-Qwen3-8B
133,medqa,Qwen3-8B
134,mmlupro,gemma-2-9b-it
134,livecodebench,Llama-3.1-8B-UltraMedical
134,math500,NVIDIA-Nemotron-Nano-9B-v2
134,korbench,Llama-3.1-8B-Instruct
134,meld,Qwen2.5-Coder-7B-Instruct
134,finqa,Fin-R1
134,bbh,DeepSeek-R1-0528-Qwen3-8B
134,medqa,Qwen3-8B
135,mmlupro,gemma-2-9b-it
135,livecodebench,Llama-3.1-8B-UltraMedical
135,math500,DeepSeek-R1-0528-Qwen3-8B
135,bbh,NVIDIA-Nemotron-Nano-9B-v2
135,korbench,Llama-3.1-8B-Instruct
135,meld,Qwen2.5-Coder-7B-Instruct
135,finqa,Fin-R1
135,medqa,Qwen3-8B
136,mmlupro,gemma-2-9b-it
136,korbench,Fin-R1
136,livecodebench,Llama-3.1-8B-UltraMedical
136,math500,NVIDIA-Nemotron-Nano-9B-v2
136,meld,Qwen2.5-Coder-7B-Instruct
136,bbh,DeepSeek-R1-0528-Qwen3-8B
136,finqa,Qwen3-8B
136,medqa,Llama-3.1-8B-Instruct
137,mmlupro,gemma-2-9b-it
137,livecodebench,Llama-3.1-8B-UltraMedical
137,math500,NVIDIA-Nemotron-Nano-9B-v2
137,korbench,Llama-3.1-8B-Instruct
137,meld,Qwen2.5-Coder-7B-Instruct
137,finqa,Fin-R1
137,bbh,DeepSeek-R1-0528-Qwen3-8B
137,medqa,Qwen3-8B
138,mmlupro,Llama-3.1-8B-Instruct
138,medqa,NVIDIA-Nemotron-Nano-9B-v2
138,math500,Qwen3-8B
138,livecodebench,Llama-3.1-8B-UltraMedical
138,meld,gemma-2-9b-it
138,bbh,DeepSeek-R1-0528-Qwen3-8B
138,finqa,Fin-R1
138,korbench,Qwen2.5-Coder-7B-Instruct
139,mmlupro,gemma-2-9b-it
139,livecodebench,Llama-3.1-8B-UltraMedical
139,math500,NVIDIA-Nemotron-Nano-9B-v2
139,korbench,Llama-3.1-8B-Instruct
139,meld,Qwen2.5-Coder-7B-Instruct
139,finqa,Fin-R1
139,bbh,DeepSeek-R1-0528-Qwen3-8B
139,medqa,Qwen3-8B
140,mmlupro,gemma-2-9b-it
140,livecodebench,Llama-3.1-8B-Instruct
140,math500,NVIDIA-Nemotron-Nano-9B-v2
140,meld,Qwen2.5-Coder-7B-Instruct
140,bbh,DeepSeek-R1-0528-Qwen3-8B
140,finqa,Fin-R1
140,korbench,Llama-3.1-8B-UltraMedical
140,medqa,Qwen3-8B
141,finqa,NVIDIA-Nemotron-Nano-9B-v2
141,livecodebench,Llama-3.1-8B-Instruct
141,math500,Qwen3-8B
141,medqa,Llama-3.1-8B-UltraMedical
141,meld,gemma-2-9b-it
141,bbh,DeepSeek-R1-0528-Qwen3-8B
141,mmlupro,Fin-R1
141,korbench,Qwen2.5-Coder-7B-Instruct
142,mmlupro,Qwen2.5-Coder-7B-Instruct
142,livecodebench,Llama-3.1-8B-UltraMedical
142,meld,gemma-2-9b-it
142,math500,DeepSeek-R1-0528-Qwen3-8B
142,bbh,NVIDIA-Nemotron-Nano-9B-v2
142,korbench,Llama-3.1-8B-Instruct
142,finqa,Fin-R1
142,medqa,Qwen3-8B
143,mmlupro,gemma-2-9b-it
143,livecodebench,Llama-3.1-8B-UltraMedical
143,math500,NVIDIA-Nemotron-Nano-9B-v2
143,korbench,Llama-3.1-8B-Instruct
143,meld,Qwen2.5-Coder-7B-Instruct
143,finqa,Fin-R1
143,bbh,DeepSeek-R1-0528-Qwen3-8B
143,medqa,Qwen3-8B
144,mmlupro,Llama-3.1-8B-Instruct
144,medqa,Qwen3-8B
144,livecodebench,Llama-3.1-8B-UltraMedical
144,meld,gemma-2-9b-it
144,math500,DeepSeek-R1-0528-Qwen3-8B
144,bbh,NVIDIA-Nemotron-Nano-9B-v2
144,finqa,Fin-R1
144,korbench,Qwen2.5-Coder-7B-Instruct
145,mmlupro,Llama-3.1-8B-Instruct
145,medqa,Qwen3-8B
145,livecodebench,Llama-3.1-8B-UltraMedical
145,meld,gemma-2-9b-it
145,math500,DeepSeek-R1-0528-Qwen3-8B
145,bbh,NVIDIA-Nemotron-Nano-9B-v2
145,finqa,Fin-R1
145,korbench,Qwen2.5-Coder-7B-Instruct
146,medqa,NVIDIA-Nemotron-Nano-9B-v2
146,mmlupro,gemma-2-9b-it
146,math500,Qwen3-8B
146,livecodebench,Llama-3.1-8B-UltraMedical
146,korbench,Llama-3.1-8B-Instruct
146,meld,Qwen2.5-Coder-7B-Instruct
146,finqa,Fin-R1
146,bbh,DeepSeek-R1-0528-Qwen3-8B
147,mmlupro,Qwen2.5-Coder-7B-Instruct
147,livecodebench,Llama-3.1-8B-UltraMedical
147,math500,NVIDIA-Nemotron-Nano-9B-v2
147,meld,gemma-2-9b-it
147,korbench,Llama-3.1-8B-Instruct
147,bbh,DeepSeek-R1-0528-Qwen3-8B
147,finqa,Fin-R1
147,medqa,Qwen3-8B
148,mmlupro,gemma-2-9b-it
148,livecodebench,Llama-3.1-8B-UltraMedical
148,math500,DeepSeek-R1-0528-Qwen3-8B
148,bbh,NVIDIA-Nemotron-Nano-9B-v2
148,korbench,Llama-3.1-8B-Instruct
148,meld,Qwen2.5-Coder-7B-Instruct
148,finqa,Fin-R1
148,medqa,Qwen3-8B
149,mmlupro,gemma-2-9b-it
149,livecodebench,Llama-3.1-8B-UltraMedical
149,math500,DeepSeek-R1-0528-Qwen3-8B
149,bbh,NVIDIA-Nemotron-Nano-9B-v2
149,korbench,Llama-3.1-8B-Instruct
149,meld,Qwen2.5-Coder-7B-Instruct
149,finqa,Fin-R1
149,medqa,Qwen3-8B
150,mmlupro,Llama-3.1-8B-Instruct
150,medqa,Qwen3-8B
150,livecodebench,Llama-3.1-8B-UltraMedical
150,meld,gemma-2-9b-it
150,math500,DeepSeek-R1-0528-Qwen3-8B
150,bbh,NVIDIA-Nemotron-Nano-9B-v2
150,finqa,Fin-R1
150,korbench,Qwen2.5-Coder-7B-Instruct
151,mmlupro,Qwen2.5-Coder-7B-Instruct
151,livecodebench,Llama-3.1-8B-UltraMedical
151,math500,NVIDIA-Nemotron-Nano-9B-v2
151,meld,gemma-2-9b-it
151,korbench,Llama-3.1-8B-Instruct
151,bbh,DeepSeek-R1-0528-Qwen3-8B
151,finqa,Fin-R1
151,medqa,Qwen3-8B
152,mmlupro,gemma-2-9b-it
152,medqa,DeepSeek-R1-0528-Qwen3-8B
152,math500,Qwen3-8B
152,livecodebench,Llama-3.1-8B-UltraMedical
152,bbh,NVIDIA-Nemotron-Nano-9B-v2
152,korbench,Llama-3.1-8B-Instruct
152,meld,Qwen2.5-Coder-7B-Instruct
152,finqa,Fin-R1
153,mmlupro,Llama-3.1-8B-Instruct
153,finqa,NVIDIA-Nemotron-Nano-9B-v2
153,math500,Qwen3-8B
153,korbench,Fin-R1
153,medqa,Llama-3.1-8B-UltraMedical
153,meld,gemma-2-9b-it
153,livecodebench,Qwen2.5-Coder-7B-Instruct
153,bbh,DeepSeek-R1-0528-Qwen3-8B
154,mmlupro,Qwen2.5-Coder-7B-Instruct
154,livecodebench,Llama-3.1-8B-UltraMedical
154,meld,gemma-2-9b-it
154,math500,DeepSeek-R1-0528-Qwen3-8B
154,bbh,NVIDIA-Nemotron-Nano-9B-v2
154,korbench,Llama-3.1-8B-Instruct
154,finqa,Fin-R1
154,medqa,Qwen3-8B
155,mmlupro,Qwen2.5-Coder-7B-Instruct
155,livecodebench,Llama-3.1-8B-UltraMedical
155,meld,gemma-2-9b-it
155,math500,DeepSeek-R1-0528-Qwen3-8B
155,bbh,NVIDIA-Nemotron-Nano-9B-v2
155,korbench,Llama-3.1-8B-Instruct
155,finqa,Fin-R1
155,medqa,Qwen3-8B
156,mmlupro,gemma-2-9b-it
156,livecodebench,Llama-3.1-8B-UltraMedical
156,math500,DeepSeek-R1-0528-Qwen3-8B
156,bbh,NVIDIA-Nemotron-Nano-9B-v2
156,korbench,Llama-3.1-8B-Instruct
156,meld,Qwen2.5-Coder-7B-Instruct
156,finqa,Fin-R1
156,medqa,Qwen3-8B
157,mmlupro,Llama-3.1-8B-Instruct
157,medqa,Qwen3-8B
157,livecodebench,Llama-3.1-8B-UltraMedical
157,meld,gemma-2-9b-it
157,math500,DeepSeek-R1-0528-Qwen3-8B
157,bbh,NVIDIA-Nemotron-Nano-9B-v2
157,finqa,Fin-R1
157,korbench,Qwen2.5-Coder-7B-Instruct
158,mmlupro,Llama-3.1-8B-Instruct
158,medqa,Qwen3-8B
158,livecodebench,Llama-3.1-8B-UltraMedical
158,meld,gemma-2-9b-it
158,math500,DeepSeek-R1-0528-Qwen3-8B
158,bbh,NVIDIA-Nemotron-Nano-9B-v2
158,finqa,Fin-R1
