dataset,record_index,split
livecodebench,684,train
livecodebench,17,train
livecodebench,480,train
livecodebench,498,train
livecodebench,388,train
livecodebench,173,train
livecodebench,593,train
livecodebench,293,train
livecodebench,405,train
livecodebench,979,train
livecodebench,1046,train
livecodebench,164,train
livecodebench,40,train
livecodebench,1009,train
livecodebench,1004,train
livecodebench,297,train
livecodebench,453,train
livecodebench,662,train
livecodebench,653,train
livecodebench,741,train
livecodebench,91,train
livecodebench,719,train
livecodebench,1016,train
livecodebench,929,train
livecodebench,532,train
livecodebench,307,train
livecodebench,46,train
livecodebench,404,train
livecodebench,893,train
livecodebench,766,train
livecodebench,923,train
livecodebench,355,train
livecodebench,497,train
livecodebench,402,train
livecodebench,34,train
livecodebench,15,train
livecodebench,451,train
livecodebench,1006,train
livecodebench,271,train
livecodebench,900,train
livecodebench,252,train
livecodebench,822,train
livecodebench,982,train
livecodebench,435,train
livecodebench,127,train
livecodebench,144,train
livecodebench,657,train
livecodebench,640,train
livecodebench,72,train
livecodebench,1005,train
livecodebench,248,train
livecodebench,567,train
livecodebench,659,train
livecodebench,499,train
livecodebench,624,train
livecodebench,759,train
livecodebench,22,train
livecodebench,185,train
livecodebench,955,train
livecodebench,11,train
livecodebench,807,train
livecodebench,234,train
livecodebench,911,train
livecodebench,542,train
livecodebench,991,train
livecodebench,414,train
livecodebench,394,train
livecodebench,806,train
livecodebench,667,train
livecodebench,486,train
livecodebench,434,train
livecodebench,195,train
livecodebench,702,train
livecodebench,501,train
livecodebench,556,train
livecodebench,776,train
livecodebench,689,train
livecodebench,335,train
livecodebench,227,train
livecodebench,660,train
livecodebench,692,train
livecodebench,834,train
livecodebench,828,train
livecodebench,798,train
livecodebench,12,train
livecodebench,257,train
livecodebench,704,train
livecodebench,775,train
livecodebench,224,train
livecodebench,981,train
livecodebench,275,train
livecodebench,721,train
livecodebench,857,train
livecodebench,589,train
livecodebench,50,train
livecodebench,790,train
livecodebench,744,train
livecodebench,330,train
livecodebench,608,train
livecodebench,726,train
livecodebench,221,train
livecodebench,600,train
livecodebench,313,train
livecodebench,811,train
livecodebench,527,train
livecodebench,9,train
livecodebench,1017,train
livecodebench,150,train
livecodebench,780,train
livecodebench,852,train
livecodebench,999,train
livecodebench,84,train
livecodebench,837,train
livecodebench,294,train
livecodebench,572,train
livecodebench,705,train
livecodebench,1048,train
livecodebench,569,train
livecodebench,724,train
livecodebench,646,train
livecodebench,607,train
livecodebench,523,train
livecodebench,398,train
livecodebench,1045,train
livecodebench,963,train
livecodebench,348,train
livecodebench,233,train
livecodebench,882,train
livecodebench,1028,train
livecodebench,772,train
livecodebench,56,train
livecodebench,808,train
livecodebench,960,train
livecodebench,270,train
livecodebench,446,train
livecodebench,701,train
livecodebench,1051,train
livecodebench,680,train
livecodebench,756,train
livecodebench,615,train
livecodebench,879,train
livecodebench,947,train
livecodebench,617,train
livecodebench,437,train
livecodebench,254,train
livecodebench,171,train
livecodebench,268,train
livecodebench,781,train
livecodebench,69,train
livecodebench,325,train
livecodebench,722,train
livecodebench,898,train
livecodebench,666,train
livecodebench,594,train
livecodebench,496,train
livecodebench,627,train
livecodebench,112,train
livecodebench,203,train
livecodebench,121,train
livecodebench,554,train
livecodebench,1,train
livecodebench,682,train
livecodebench,1026,train
livecodebench,26,train
livecodebench,921,train
livecodebench,575,train
livecodebench,910,train
livecodebench,32,train
livecodebench,907,train
livecodebench,909,train
livecodebench,53,val
livecodebench,75,val
livecodebench,688,val
livecodebench,49,val
livecodebench,733,val
livecodebench,379,val
livecodebench,363,val
livecodebench,746,val
livecodebench,795,val
livecodebench,988,val
livecodebench,638,val
livecodebench,21,val
livecodebench,424,val
livecodebench,728,val
livecodebench,858,val
livecodebench,403,val
livecodebench,1033,val
livecodebench,188,val
livecodebench,1050,val
livecodebench,691,val
livecodebench,1014,val
livecodebench,685,val
livecodebench,835,val
livecodebench,827,val
livecodebench,460,val
livecodebench,557,val
livecodebench,868,val
livecodebench,517,val
livecodebench,888,val
livecodebench,645,val
livecodebench,531,val
livecodebench,582,val
livecodebench,159,val
livecodebench,247,val
livecodebench,867,val
livecodebench,215,val
livecodebench,200,val
livecodebench,694,val
livecodebench,167,val
livecodebench,45,val
livecodebench,942,val
livecodebench,654,val
livecodebench,949,val
livecodebench,761,val
livecodebench,463,val
livecodebench,179,val
livecodebench,213,val
livecodebench,592,val
livecodebench,605,val
livecodebench,603,val
livecodebench,334,val
livecodebench,818,val
livecodebench,431,val
livecodebench,854,val
livecodebench,93,val
livecodebench,715,val
livecodebench,478,val
livecodebench,384,val
livecodebench,574,val
livecodebench,210,val
livecodebench,392,val
livecodebench,52,val
livecodebench,415,val
livecodebench,315,val
livecodebench,205,val
livecodebench,377,val
livecodebench,106,val
livecodebench,696,val
livecodebench,482,val
livecodebench,327,val
livecodebench,187,val
livecodebench,321,val
livecodebench,558,val
livecodebench,109,val
livecodebench,103,val
livecodebench,793,val
livecodebench,912,val
livecodebench,727,val
livecodebench,41,val
livecodebench,819,val
livecodebench,773,val
livecodebench,997,val
livecodebench,549,val
livecodebench,707,val
livecodebench,416,val
livecodebench,566,val
livecodebench,206,val
livecodebench,54,val
livecodebench,697,val
livecodebench,33,val
livecodebench,860,val
livecodebench,308,val
livecodebench,67,val
livecodebench,735,val
livecodebench,29,val
livecodebench,750,val
livecodebench,987,val
livecodebench,813,val
livecodebench,483,val
livecodebench,23,val
livecodebench,232,val
livecodebench,1020,val
livecodebench,1029,val
livecodebench,948,val
livecodebench,412,val
livecodebench,870,val
livecodebench,123,val
livecodebench,277,val
livecodebench,507,val
livecodebench,986,val
livecodebench,120,val
livecodebench,908,val
livecodebench,817,val
livecodebench,841,val
livecodebench,151,val
livecodebench,444,val
livecodebench,74,val
livecodebench,331,val
livecodebench,238,val
livecodebench,290,val
livecodebench,324,val
livecodebench,152,val
livecodebench,747,val
livecodebench,809,val
livecodebench,24,val
livecodebench,844,val
livecodebench,245,val
livecodebench,1003,val
livecodebench,199,val
livecodebench,816,val
livecodebench,272,val
livecodebench,994,val
livecodebench,736,val
livecodebench,943,val
livecodebench,118,val
livecodebench,1044,val
livecodebench,620,val
livecodebench,295,val
livecodebench,244,val
livecodebench,62,val
livecodebench,201,val
livecodebench,131,val
livecodebench,426,val
livecodebench,323,val
livecodebench,1037,val
livecodebench,314,val
livecodebench,370,val
livecodebench,958,val
livecodebench,637,val
livecodebench,550,val
livecodebench,494,val
livecodebench,757,val
livecodebench,602,val
livecodebench,765,val
livecodebench,409,val
livecodebench,466,val
livecodebench,207,val
livecodebench,540,val
livecodebench,521,val
livecodebench,105,val
livecodebench,59,val
livecodebench,20,val
livecodebench,902,val
livecodebench,353,val
livecodebench,590,val
livecodebench,481,val
livecodebench,560,val
livecodebench,1049,val
livecodebench,417,val
livecodebench,285,val
livecodebench,725,val
livecodebench,855,val
livecodebench,762,val
livecodebench,510,val
livecodebench,525,val
livecodebench,108,val
livecodebench,328,val
livecodebench,944,val
livecodebench,1010,val
livecodebench,2,val
livecodebench,915,val
livecodebench,749,val
livecodebench,621,val
livecodebench,1021,val
livecodebench,479,val
livecodebench,371,val
livecodebench,821,val
livecodebench,237,val
livecodebench,162,val
livecodebench,354,val
livecodebench,306,val
livecodebench,340,val
livecodebench,250,val
livecodebench,916,val
livecodebench,136,val
livecodebench,650,val
livecodebench,543,val
livecodebench,568,val
livecodebench,281,val
livecodebench,876,val
livecodebench,299,val
livecodebench,160,val
livecodebench,1027,val
livecodebench,129,val
livecodebench,140,val
livecodebench,956,val
livecodebench,585,val
livecodebench,202,val
livecodebench,767,val
livecodebench,193,val
livecodebench,276,val
livecodebench,261,test
livecodebench,623,test
livecodebench,777,test
livecodebench,226,test
livecodebench,282,test
livecodebench,438,test
livecodebench,785,test
livecodebench,289,test
livecodebench,723,test
livecodebench,573,test
livecodebench,477,test
livecodebench,172,test
livecodebench,110,test
livecodebench,512,test
livecodebench,998,test
livecodebench,862,test
livecodebench,742,test
livecodebench,878,test
livecodebench,642,test
livecodebench,345,test
livecodebench,601,test
livecodebench,119,test
livecodebench,312,test
livecodebench,8,test
livecodebench,367,test
livecodebench,644,test
livecodebench,714,test
livecodebench,143,test
livecodebench,292,test
livecodebench,396,test
livecodebench,19,test
livecodebench,753,test
livecodebench,576,test
livecodebench,399,test
livecodebench,387,test
livecodebench,1052,test
livecodebench,37,test
livecodebench,253,test
livecodebench,530,test
livecodebench,863,test
livecodebench,539,test
livecodebench,239,test
livecodebench,740,test
livecodebench,274,test
livecodebench,13,test
livecodebench,820,test
livecodebench,442,test
livecodebench,356,test
livecodebench,812,test
livecodebench,924,test
livecodebench,39,test
livecodebench,914,test
livecodebench,629,test
livecodebench,580,test
livecodebench,961,test
livecodebench,273,test
livecodebench,832,test
livecodebench,891,test
livecodebench,495,test
livecodebench,609,test
livecodebench,511,test
livecodebench,847,test
livecodebench,889,test
livecodebench,401,test
livecodebench,350,test
livecodebench,509,test
livecodebench,717,test
livecodebench,700,test
livecodebench,447,test
livecodebench,361,test
livecodebench,42,test
livecodebench,1012,test
livecodebench,815,test
livecodebench,346,test
livecodebench,754,test
livecodebench,616,test
livecodebench,1019,test
livecodebench,38,test
livecodebench,443,test
livecodebench,89,test
livecodebench,964,test
livecodebench,906,test
livecodebench,97,test
livecodebench,352,test
livecodebench,649,test
livecodebench,976,test
livecodebench,267,test
livecodebench,925,test
livecodebench,826,test
livecodebench,995,test
livecodebench,111,test
livecodebench,896,test
livecodebench,383,test
livecodebench,933,test
livecodebench,1054,test
livecodebench,166,test
livecodebench,668,test
livecodebench,919,test
livecodebench,579,test
livecodebench,1042,test
livecodebench,524,test
livecodebench,204,test
livecodebench,368,test
livecodebench,669,test
livecodebench,190,test
livecodebench,930,test
livecodebench,871,test
livecodebench,564,test
livecodebench,57,test
livecodebench,671,test
livecodebench,541,test
livecodebench,319,test
livecodebench,264,test
livecodebench,126,test
livecodebench,296,test
livecodebench,800,test
livecodebench,342,test
livecodebench,492,test
livecodebench,456,test
livecodebench,18,test
livecodebench,804,test
livecodebench,429,test
livecodebench,1043,test
livecodebench,476,test
livecodebench,712,test
livecodebench,397,test
livecodebench,170,test
livecodebench,839,test
livecodebench,36,test
livecodebench,709,test
livecodebench,630,test
livecodebench,66,test
livecodebench,77,test
livecodebench,737,test
livecodebench,280,test
livecodebench,154,test
livecodebench,598,test
livecodebench,88,test
livecodebench,362,test
livecodebench,931,test
livecodebench,877,test
livecodebench,400,test
livecodebench,505,test
livecodebench,547,test
livecodebench,236,test
livecodebench,318,test
livecodebench,636,test
livecodebench,664,test
livecodebench,897,test
livecodebench,899,test
livecodebench,419,test
livecodebench,96,test
livecodebench,98,test
livecodebench,880,test
livecodebench,378,test
livecodebench,874,test
livecodebench,710,test
livecodebench,731,test
livecodebench,983,test
livecodebench,263,test
livecodebench,957,test
livecodebench,471,test
livecodebench,3,test
livecodebench,489,test
livecodebench,357,test
livecodebench,30,test
livecodebench,298,test
livecodebench,104,test
livecodebench,500,test
livecodebench,631,test
livecodebench,382,test
livecodebench,44,test
livecodebench,561,test
livecodebench,251,test
livecodebench,6,test
livecodebench,302,test
livecodebench,428,test
livecodebench,843,test
livecodebench,791,test
livecodebench,137,test
livecodebench,596,test
livecodebench,764,test
livecodebench,1053,test
livecodebench,577,test
livecodebench,886,test
livecodebench,465,test
livecodebench,975,test
livecodebench,506,test
livecodebench,866,test
livecodebench,47,test
livecodebench,686,test
livecodebench,484,test
livecodebench,333,test
livecodebench,936,test
livecodebench,372,test
livecodebench,79,test
livecodebench,771,test
livecodebench,85,test
livecodebench,225,test
livecodebench,25,test
livecodebench,448,test
livecodebench,840,test
livecodebench,954,test
livecodebench,514,test
livecodebench,349,test
livecodebench,774,test
livecodebench,794,test
livecodebench,472,test
livecodebench,58,test
livecodebench,287,test
livecodebench,570,test
math500,463,train
math500,415,train
math500,76,train
math500,177,train
math500,321,train
math500,54,train
math500,346,train
math500,77,train
math500,368,train
math500,425,train
math500,281,train
math500,444,train
math500,178,train
math500,7,train
math500,271,train
math500,336,train
math500,309,train
math500,145,train
math500,278,train
math500,71,train
math500,147,train
math500,280,train
math500,428,train
math500,363,train
math500,67,train
math500,99,train
math500,369,train
math500,91,train
math500,50,train
math500,377,train
math500,374,train
math500,14,train
math500,156,train
math500,322,train
math500,75,train
math500,191,train
math500,179,train
math500,172,train
math500,245,train
math500,282,train
math500,263,train
math500,228,train
math500,138,train
math500,316,train
math500,56,train
math500,199,train
math500,276,train
math500,212,train
math500,448,train
math500,421,train
math500,57,train
math500,312,train
math500,108,train
math500,378,train
math500,27,train
math500,371,train
math500,353,train
math500,493,train
math500,219,train
math500,130,train
math500,364,train
math500,104,train
math500,259,train
math500,382,train
math500,334,train
math500,356,train
math500,120,train
math500,164,train
math500,217,train
math500,471,train
math500,370,train
math500,472,train
math500,10,train
math500,449,train
math500,344,train
math500,398,train
math500,405,train
math500,499,train
math500,102,train
math500,332,train
math500,296,train
math500,273,train
math500,121,train
math500,96,train
math500,313,train
math500,294,train
math500,124,train
math500,183,train
math500,180,train
math500,101,train
math500,187,train
math500,357,train
math500,422,train
math500,410,train
math500,133,train
math500,381,train
math500,69,train
math500,182,train
math500,307,train
math500,88,train
math500,383,train
math500,105,train
math500,218,train
math500,328,train
math500,404,train
math500,440,train
math500,9,train
math500,148,train
math500,143,train
math500,310,train
math500,34,train
math500,109,train
math500,174,train
math500,18,train
math500,372,train
math500,419,train
math500,31,train
math500,141,train
math500,314,train
math500,289,train
math500,496,train
math500,89,train
math500,430,train
math500,168,train
math500,341,train
math500,159,train
math500,320,train
math500,432,train
math500,137,train
math500,234,train
math500,253,train
math500,55,train
math500,246,train
math500,318,train
math500,6,train
math500,458,train
math500,323,train
math500,326,train
math500,380,train
math500,416,train
math500,492,train
math500,460,train
math500,366,train
math500,49,train
math500,44,train
math500,420,train
math500,384,train
math500,8,train
math500,184,train
math500,359,train
math500,93,train
math500,387,train
math500,80,train
math500,72,train
math500,197,train
math500,315,train
math500,300,train
math500,373,train
math500,224,train
math500,190,train
math500,198,train
math500,311,train
math500,21,train
math500,230,train
math500,202,train
math500,193,train
math500,325,train
math500,46,train
math500,423,train
math500,360,train
math500,261,train
math500,154,train
math500,196,train
math500,399,train
math500,118,train
math500,292,train
math500,78,train
math500,308,train
math500,90,train
math500,11,train
math500,340,train
math500,98,train
math500,32,train
math500,438,train
math500,116,train
math500,248,train
math500,70,train
math500,386,train
math500,162,train
math500,331,train
math500,393,train
math500,446,train
math500,132,train
math500,277,train
math500,427,train
math500,155,train
math500,251,train
math500,3,train
math500,81,train
math500,361,train
math500,225,train
math500,235,train
math500,86,train
math500,244,train
math500,256,train
math500,201,train
math500,100,train
math500,348,train
math500,389,train
math500,123,train
math500,61,train
math500,135,train
math500,290,train
math500,171,train
math500,436,train
math500,43,train
math500,497,train
math500,85,train
math500,142,train
math500,291,train
math500,434,train
math500,431,train
math500,338,train
math500,424,train
math500,480,train
math500,287,train
math500,59,train
math500,53,train
math500,63,train
math500,65,train
math500,240,train
math500,275,train
math500,176,train
math500,94,train
math500,163,train
math500,451,train
math500,413,train
math500,447,train
math500,232,train
math500,239,train
math500,466,train
math500,442,train
math500,113,train
math500,406,train
math500,388,train
math500,146,train
math500,304,train
math500,115,train
math500,74,train
math500,249,train
math500,490,train
math500,110,train
math500,302,train
math500,345,train
math500,324,train
math500,12,train
math500,268,train
math500,484,train
math500,19,train
math500,455,train
math500,470,train
math500,267,train
math500,343,train
math500,236,train
math500,189,train
math500,112,train
math500,469,train
math500,195,train
math500,445,train
math500,462,train
math500,358,train
math500,38,train
math500,391,train
math500,397,train
math500,194,train
math500,60,train
math500,306,train
math500,441,train
math500,134,train
math500,207,train
math500,192,train
math500,4,train
math500,337,train
math500,73,train
math500,319,train
math500,465,train
math500,342,train
math500,188,train
math500,459,train
math500,375,train
math500,106,train
math500,285,train
math500,439,train
math500,149,train
math500,36,train
math500,477,train
math500,128,train
math500,260,train
math500,482,train
math500,226,train
math500,409,val
math500,167,val
math500,13,val
math500,131,val
math500,173,val
math500,213,val
math500,403,val
math500,223,val
math500,64,val
math500,221,val
math500,283,val
math500,24,val
math500,284,val
math500,351,val
math500,456,val
math500,376,val
math500,229,val
math500,269,val
math500,288,val
math500,152,val
math500,303,val
math500,265,val
math500,92,val
math500,204,val
math500,252,val
math500,47,val
math500,227,val
math500,365,val
math500,317,val
math500,494,val
math500,233,val
math500,20,val
math500,467,val
math500,200,val
math500,437,val
math500,238,val
math500,39,val
math500,243,val
math500,390,val
math500,395,val
math500,257,val
math500,117,val
math500,454,val
math500,258,val
math500,443,val
math500,5,val
math500,347,val
math500,111,val
math500,220,val
math500,335,val
math500,411,val
math500,28,val
math500,394,val
math500,487,val
math500,408,val
math500,16,val
math500,247,val
math500,186,val
math500,114,val
math500,350,val
math500,222,val
math500,379,val
math500,185,val
math500,166,val
math500,1,val
math500,103,val
math500,385,val
math500,495,val
math500,293,val
math500,41,val
math500,298,val
math500,478,val
math500,433,val
math500,125,val
math500,126,val
math500,210,val
math500,97,val
math500,139,val
math500,414,val
math500,481,val
math500,170,val
math500,84,val
math500,25,val
math500,464,val
math500,491,val
math500,151,val
math500,82,val
math500,144,val
math500,37,val
math500,15,val
math500,242,val
math500,264,val
math500,279,val
math500,305,val
math500,329,val
math500,488,val
math500,429,val
math500,30,val
math500,355,val
math500,255,val
math500,352,test
math500,66,test
math500,254,test
math500,203,test
math500,407,test
math500,122,test
math500,476,test
math500,231,test
math500,45,test
math500,475,test
math500,165,test
math500,150,test
math500,450,test
math500,396,test
math500,402,test
math500,52,test
math500,333,test
math500,26,test
math500,158,test
math500,208,test
math500,457,test
math500,181,test
math500,209,test
math500,160,test
math500,299,test
math500,412,test
math500,22,test
math500,241,test
math500,262,test
math500,140,test
math500,500,test
math500,266,test
math500,301,test
math500,29,test
math500,206,test
math500,58,test
math500,417,test
math500,498,test
math500,215,test
math500,23,test
math500,479,test
math500,161,test
math500,270,test
math500,237,test
math500,400,test
math500,33,test
math500,367,test
math500,42,test
math500,295,test
math500,169,test
math500,211,test
math500,362,test
math500,483,test
math500,339,test
math500,79,test
math500,87,test
math500,136,test
math500,401,test
math500,272,test
math500,127,test
math500,473,test
math500,327,test
math500,297,test
math500,35,test
math500,216,test
math500,83,test
math500,214,test
math500,175,test
math500,453,test
math500,286,test
math500,107,test
math500,48,test
math500,68,test
math500,435,test
math500,205,test
math500,153,test
math500,40,test
math500,17,test
math500,129,test
math500,474,test
math500,119,test
math500,354,test
math500,461,test
math500,250,test
math500,51,test
math500,2,test
math500,452,test
math500,486,test
math500,62,test
math500,274,test
math500,418,test
math500,349,test
math500,426,test
math500,95,test
math500,489,test
math500,468,test
math500,157,test
math500,485,test
math500,330,test
math500,392,test
medqa,728,train
medqa,122,train
medqa,269,train
medqa,14,train
medqa,900,train
medqa,559,train
medqa,367,train
medqa,776,train
medqa,69,train
medqa,1111,train
medqa,1002,train
medqa,339,train
medqa,866,train
medqa,907,train
medqa,323,train
medqa,501,train
medqa,950,train
medqa,612,train
medqa,800,train
medqa,583,train
medqa,707,train
medqa,701,train
medqa,1254,train
medqa,112,train
medqa,34,train
medqa,1052,train
medqa,505,train
medqa,1186,train
medqa,386,train
medqa,227,train
medqa,1155,train
medqa,762,train
medqa,614,train
medqa,676,train
medqa,703,train
medqa,352,train
medqa,195,train
medqa,881,train
medqa,650,train
medqa,449,train
medqa,1108,train
medqa,1266,train
medqa,1216,train
medqa,1008,train
medqa,318,train
medqa,606,train
medqa,1049,train
medqa,270,train
medqa,347,train
medqa,1055,train
medqa,1129,train
medqa,146,train
medqa,1110,train
medqa,210,train
medqa,461,train
medqa,601,train
medqa,1248,train
medqa,427,train
medqa,932,train
medqa,566,train
medqa,1140,train
medqa,992,train
medqa,99,train
medqa,357,train
medqa,787,train
medqa,939,train
medqa,1086,train
medqa,1237,train
medqa,68,train
medqa,76,train
medqa,591,train
medqa,480,train
medqa,282,train
medqa,475,train
medqa,1211,train
medqa,922,train
medqa,1101,train
medqa,377,train
medqa,292,train
medqa,242,train
medqa,1066,train
medqa,967,train
medqa,1145,train
medqa,301,train
medqa,4,train
medqa,754,train
medqa,452,train
medqa,757,train
medqa,1137,train
medqa,1106,train
medqa,406,train
medqa,351,train
medqa,1206,train
medqa,929,train
medqa,218,train
medqa,442,train
medqa,217,train
medqa,1,train
medqa,934,train
medqa,43,train
medqa,38,train
medqa,1084,train
medqa,156,train
medqa,73,train
medqa,1060,train
medqa,631,train
medqa,891,train
medqa,1053,train
medqa,127,train
medqa,846,train
medqa,252,train
medqa,198,train
medqa,380,train
medqa,80,train
medqa,194,train
medqa,659,train
medqa,654,train
medqa,818,train
medqa,413,train
medqa,9,train
medqa,561,train
medqa,31,train
medqa,179,train
medqa,319,train
medqa,178,train
medqa,97,train
medqa,1138,train
medqa,528,train
medqa,177,train
medqa,771,train
medqa,1012,train
medqa,637,train
medqa,997,train
medqa,1225,train
medqa,841,train
medqa,474,train
medqa,955,train
medqa,666,train
medqa,910,train
medqa,1178,train
medqa,644,train
medqa,1153,train
medqa,790,train
medqa,978,train
medqa,1116,train
medqa,363,train
medqa,3,train
medqa,1047,train
medqa,696,train
medqa,1105,train
medqa,977,train
medqa,239,train
medqa,913,train
medqa,868,train
medqa,562,train
medqa,737,train
medqa,1230,train
medqa,212,train
medqa,908,train
medqa,272,train
medqa,152,train
medqa,268,train
medqa,310,train
medqa,782,train
medqa,418,train
medqa,774,train
medqa,1231,train
medqa,1030,train
medqa,1088,train
medqa,1011,train
medqa,32,train
medqa,1188,train
medqa,136,train
medqa,1036,train
medqa,938,train
medqa,1177,train
medqa,425,train
medqa,106,train
medqa,51,train
medqa,889,train
medqa,1224,train
medqa,852,train
medqa,820,train
medqa,546,train
medqa,98,train
medqa,290,train
medqa,555,train
medqa,705,train
medqa,951,train
medqa,1166,train
medqa,118,train
medqa,314,train
medqa,341,train
medqa,355,train
medqa,884,train
medqa,130,train
medqa,300,train
medqa,172,train
medqa,174,train
medqa,758,train
medqa,1253,train
medqa,35,train
medqa,109,train
medqa,188,train
medqa,574,train
medqa,716,train
medqa,636,train
medqa,713,train
medqa,313,train
medqa,931,train
medqa,399,train
medqa,803,train
medqa,216,train
medqa,1069,train
medqa,720,train
medqa,734,train
medqa,220,train
medqa,1073,train
medqa,1164,train
medqa,383,train
medqa,1085,train
medqa,1205,train
medqa,588,train
medqa,254,train
medqa,170,train
medqa,896,train
medqa,539,train
medqa,116,train
medqa,738,train
medqa,344,train
medqa,192,train
medqa,844,train
medqa,379,train
medqa,1134,train
medqa,814,train
medqa,1241,train
medqa,1033,train
medqa,434,train
medqa,436,train
medqa,277,train
medqa,1176,train
medqa,148,train
medqa,549,train
medqa,642,train
medqa,356,train
medqa,953,train
medqa,599,train
medqa,570,train
medqa,50,train
medqa,149,train
medqa,544,train
medqa,980,train
medqa,1244,train
medqa,1076,train
medqa,443,train
medqa,1063,train
medqa,1151,train
medqa,865,train
medqa,59,train
medqa,750,train
medqa,834,train
medqa,221,train
medqa,1119,train
medqa,219,train
medqa,1158,train
medqa,415,train
medqa,796,train
medqa,700,train
medqa,1200,train
medqa,186,train
medqa,263,train
medqa,1270,train
medqa,993,train
medqa,1117,train
medqa,755,train
medqa,316,train
medqa,1059,train
medqa,576,train
medqa,568,train
medqa,307,train
medqa,224,train
medqa,784,train
medqa,433,train
medqa,1181,train
medqa,429,train
medqa,995,train
medqa,479,train
medqa,1004,train
medqa,918,train
medqa,665,train
medqa,30,train
medqa,1064,train
medqa,373,train
medqa,698,train
medqa,748,train
medqa,1093,train
medqa,743,train
medqa,287,train
medqa,855,train
medqa,1235,train
medqa,613,train
medqa,256,train
medqa,201,train
medqa,55,train
medqa,71,train
medqa,490,train
medqa,822,train
medqa,261,train
medqa,267,train
medqa,768,train
medqa,827,train
medqa,485,train
medqa,1267,train
medqa,808,train
medqa,664,train
medqa,1161,train
medqa,521,train
medqa,941,train
medqa,1021,train
medqa,44,train
medqa,37,train
medqa,968,train
medqa,1152,train
medqa,103,train
medqa,598,train
medqa,802,train
medqa,1183,train
medqa,150,train
medqa,656,train
medqa,422,train
medqa,440,train
medqa,883,train
medqa,416,train
medqa,262,train
medqa,102,train
medqa,550,train
medqa,153,train
medqa,64,train
medqa,25,train
medqa,492,train
medqa,638,train
medqa,184,train
medqa,185,train
medqa,1050,train
medqa,912,train
medqa,640,train
medqa,1252,train
medqa,1213,train
medqa,447,train
medqa,1074,train
medqa,281,train
medqa,975,train
medqa,1126,train
medqa,481,train
medqa,115,train
medqa,847,train
medqa,274,train
medqa,733,train
medqa,6,train
medqa,810,train
medqa,348,train
medqa,495,train
medqa,1162,train
medqa,128,train
medqa,875,train
medqa,565,train
medqa,1273,train
medqa,760,train
medqa,489,train
medqa,366,train
medqa,577,train
medqa,305,train
medqa,1133,train
medqa,689,train
medqa,727,train
medqa,151,train
medqa,134,train
medqa,444,train
medqa,690,train
medqa,1018,train
medqa,682,train
medqa,673,train
medqa,991,train
medqa,1062,train
medqa,289,train
medqa,19,train
medqa,680,train
medqa,1136,train
medqa,604,train
medqa,990,train
medqa,854,train
medqa,503,train
medqa,1109,train
medqa,311,train
medqa,364,train
medqa,830,train
medqa,593,train
medqa,541,train
medqa,1077,train
medqa,234,train
medqa,24,train
medqa,424,train
medqa,780,train
medqa,838,train
medqa,1193,train
medqa,36,train
medqa,840,train
medqa,1131,train
medqa,1144,train
medqa,567,train
medqa,781,train
medqa,233,train
medqa,1143,train
medqa,428,train
medqa,82,train
medqa,586,train
medqa,248,train
medqa,660,train
medqa,20,train
medqa,1054,train
medqa,886,train
medqa,532,train
medqa,679,train
medqa,437,train
medqa,765,train
medqa,522,train
medqa,812,train
medqa,321,train
medqa,48,train
medqa,569,train
medqa,1027,train
medqa,244,train
medqa,791,train
medqa,530,train
medqa,692,train
medqa,166,train
medqa,804,train
medqa,958,train
medqa,111,train
medqa,809,train
medqa,298,train
medqa,470,train
medqa,864,train
medqa,621,train
medqa,395,train
medqa,996,train
medqa,63,train
medqa,678,train
medqa,280,train
medqa,401,train
medqa,1029,train
medqa,1191,train
medqa,1222,train
medqa,41,train
medqa,1195,train
medqa,502,train
medqa,786,train
medqa,905,train
medqa,183,train
medqa,789,train
medqa,1258,train
medqa,1120,train
medqa,924,train
medqa,1003,train
medqa,460,train
medqa,430,train
medqa,369,train
medqa,143,train
medqa,647,train
medqa,388,train
medqa,1271,train
medqa,1261,train
medqa,1157,train
medqa,472,train
medqa,238,train
medqa,204,train
medqa,525,train
medqa,1125,train
medqa,710,train
medqa,807,train
medqa,353,train
medqa,1182,train
medqa,605,train
medqa,1123,train
medqa,457,train
medqa,90,train
medqa,873,train
medqa,324,train
medqa,113,train
medqa,320,train
medqa,21,train
medqa,726,train
medqa,1217,train
medqa,412,train
medqa,42,train
medqa,788,train
medqa,358,train
medqa,7,train
medqa,466,train
medqa,1023,train
medqa,509,train
medqa,453,train
medqa,836,train
medqa,536,train
medqa,869,train
medqa,117,train
medqa,397,train
medqa,829,train
medqa,83,train
medqa,1067,train
medqa,894,train
medqa,421,train
medqa,1096,train
medqa,154,train
medqa,672,train
medqa,294,train
medqa,1170,train
medqa,853,train
medqa,1220,train
medqa,322,train
medqa,1160,train
medqa,919,train
medqa,26,train
medqa,410,train
medqa,1212,train
medqa,423,train
medqa,215,train
medqa,770,train
medqa,1124,train
medqa,226,train
medqa,571,train
medqa,458,train
medqa,486,train
medqa,382,train
medqa,335,train
medqa,145,train
medqa,18,train
medqa,867,train
medqa,354,train
medqa,58,train
medqa,1034,train
medqa,426,train
medqa,253,train
medqa,296,train
medqa,223,train
medqa,851,train
medqa,556,train
medqa,798,train
medqa,336,train
medqa,764,train
medqa,639,train
medqa,53,train
