dataset,record_index,split
finqa,1077,train
finqa,466,train
finqa,610,train
finqa,629,train
finqa,736,train
finqa,288,train
finqa,673,train
finqa,948,train
finqa,1127,train
finqa,62,train
finqa,781,train
finqa,137,train
finqa,55,train
finqa,721,train
finqa,607,train
finqa,452,train
finqa,662,train
finqa,785,train
finqa,269,train
finqa,1039,train
finqa,59,train
finqa,865,train
finqa,340,train
finqa,468,train
finqa,850,train
finqa,61,train
finqa,275,train
finqa,1119,train
finqa,860,train
finqa,475,train
finqa,1066,train
finqa,110,train
finqa,731,train
finqa,670,train
finqa,182,train
finqa,648,train
finqa,339,train
finqa,252,train
finqa,778,train
finqa,612,train
finqa,160,train
finqa,617,val
finqa,111,val
finqa,1095,val
finqa,636,val
finqa,202,val
finqa,482,val
finqa,499,val
finqa,971,val
finqa,986,val
finqa,337,val
finqa,766,val
finqa,402,val
finqa,1078,val
finqa,362,val
finqa,537,val
finqa,982,val
finqa,847,val
finqa,981,val
finqa,534,val
finqa,297,val
finqa,879,val
finqa,380,val
finqa,555,val
finqa,686,val
finqa,355,val
finqa,303,val
finqa,370,val
finqa,90,val
finqa,41,val
finqa,1043,val
finqa,1009,val
finqa,1137,val
finqa,347,val
finqa,213,val
finqa,296,val
finqa,459,val
finqa,522,val
finqa,730,val
finqa,231,val
finqa,1059,val
finqa,765,val
finqa,1000,val
finqa,1028,val
finqa,563,val
finqa,249,val
finqa,1037,val
finqa,483,val
finqa,1071,val
finqa,565,val
finqa,874,val
finqa,353,val
finqa,616,val
finqa,438,val
finqa,96,val
finqa,57,val
finqa,153,val
finqa,597,val
finqa,811,val
finqa,420,val
finqa,857,val
finqa,749,val
finqa,622,val
finqa,1094,val
finqa,558,val
finqa,1147,val
finqa,1120,val
finqa,472,val
finqa,1097,val
finqa,51,val
finqa,899,val
finqa,128,val
finqa,386,val
finqa,286,val
finqa,246,val
finqa,367,val
finqa,885,val
finqa,683,val
finqa,23,val
finqa,983,val
finqa,828,val
finqa,714,val
finqa,138,val
finqa,49,val
finqa,365,val
finqa,1114,val
finqa,695,val
finqa,834,val
finqa,657,val
finqa,405,val
finqa,20,val
finqa,940,val
finqa,1138,val
finqa,998,val
finqa,620,val
finqa,264,val
finqa,739,val
finqa,103,val
finqa,1134,val
finqa,685,val
finqa,973,val
finqa,930,val
finqa,526,val
finqa,26,val
finqa,1084,val
finqa,284,val
finqa,926,val
finqa,863,val
finqa,746,val
finqa,132,val
finqa,600,val
finqa,498,val
finqa,634,val
finqa,394,val
finqa,531,val
finqa,527,val
finqa,544,val
finqa,1125,val
finqa,754,val
finqa,281,val
finqa,876,val
finqa,95,val
finqa,81,val
finqa,904,val
finqa,334,val
finqa,37,val
finqa,676,val
finqa,836,val
finqa,689,val
finqa,889,val
finqa,801,val
finqa,694,val
finqa,743,val
finqa,194,val
finqa,27,val
finqa,461,val
finqa,146,val
finqa,176,val
finqa,883,val
finqa,707,val
finqa,1085,val
finqa,562,val
finqa,993,val
finqa,814,val
finqa,356,val
finqa,1098,val
finqa,437,val
finqa,538,val
finqa,1055,val
finqa,556,val
finqa,211,val
finqa,882,val
finqa,1027,val
finqa,943,val
finqa,1099,val
finqa,119,val
finqa,494,val
finqa,305,val
finqa,354,val
finqa,530,val
finqa,101,val
finqa,52,val
finqa,268,val
finqa,191,val
finqa,470,val
finqa,440,val
finqa,436,val
finqa,346,val
finqa,809,val
finqa,102,val
finqa,1131,val
finqa,890,val
finqa,9,val
finqa,519,val
finqa,302,val
finqa,745,val
finqa,844,val
finqa,404,val
finqa,604,val
finqa,913,val
finqa,348,val
finqa,31,val
finqa,227,val
finqa,92,val
finqa,891,val
finqa,375,val
finqa,1081,val
finqa,2,val
finqa,843,val
finqa,112,val
finqa,350,val
finqa,887,val
finqa,1118,val
finqa,654,val
finqa,1017,val
finqa,290,val
finqa,219,val
finqa,979,val
finqa,1070,val
finqa,699,val
finqa,1015,val
finqa,236,val
finqa,1014,val
finqa,780,val
finqa,951,val
finqa,301,val
finqa,589,val
finqa,148,val
finqa,849,val
finqa,441,val
finqa,294,val
finqa,1102,val
finqa,798,val
finqa,444,val
finqa,966,val
finqa,423,val
finqa,214,val
finqa,957,val
finqa,625,val
finqa,443,val
finqa,716,val
finqa,793,val
finqa,241,val
finqa,935,val
finqa,5,val
finqa,135,val
finqa,174,val
finqa,663,val
finqa,976,val
finqa,1089,val
finqa,1003,test
finqa,1091,test
finqa,738,test
finqa,259,test
finqa,826,test
finqa,196,test
finqa,225,test
finqa,22,test
finqa,373,test
finqa,1026,test
finqa,165,test
finqa,360,test
finqa,230,test
finqa,1013,test
finqa,972,test
finqa,204,test
finqa,1123,test
finqa,682,test
finqa,924,test
finqa,588,test
finqa,325,test
finqa,418,test
finqa,1058,test
finqa,518,test
finqa,868,test
finqa,710,test
finqa,928,test
finqa,1142,test
finqa,449,test
finqa,445,test
finqa,173,test
finqa,1088,test
finqa,582,test
finqa,447,test
finqa,658,test
finqa,149,test
finqa,870,test
finqa,1100,test
finqa,426,test
finqa,664,test
finqa,1067,test
finqa,29,test
finqa,964,test
finqa,502,test
finqa,397,test
finqa,1132,test
finqa,666,test
finqa,40,test
finqa,775,test
finqa,270,test
finqa,1112,test
finqa,335,test
finqa,570,test
finqa,419,test
finqa,551,test
finqa,4,test
finqa,1080,test
finqa,345,test
finqa,157,test
finqa,802,test
finqa,768,test
finqa,630,test
finqa,988,test
finqa,1144,test
finqa,1141,test
finqa,1076,test
finqa,247,test
finqa,553,test
finqa,805,test
finqa,841,test
finqa,91,test
finqa,1075,test
finqa,1115,test
finqa,750,test
finqa,977,test
finqa,200,test
finqa,727,test
finqa,1130,test
finqa,333,test
finqa,129,test
finqa,875,test
finqa,187,test
finqa,946,test
finqa,965,test
finqa,837,test
finqa,819,test
finqa,349,test
finqa,430,test
finqa,990,test
finqa,800,test
finqa,32,test
finqa,861,test
finqa,782,test
finqa,1093,test
finqa,218,test
finqa,799,test
finqa,569,test
finqa,262,test
finqa,400,test
finqa,393,test
finqa,330,test
finqa,733,test
finqa,651,test
finqa,825,test
finqa,1063,test
finqa,25,test
finqa,831,test
finqa,188,test
finqa,280,test
finqa,159,test
finqa,3,test
finqa,897,test
finqa,169,test
finqa,1057,test
finqa,198,test
finqa,203,test
finqa,737,test
finqa,912,test
finqa,774,test
finqa,143,test
finqa,273,test
finqa,624,test
finqa,941,test
finqa,399,test
finqa,309,test
finqa,573,test
finqa,93,test
finqa,511,test
finqa,1103,test
finqa,263,test
finqa,991,test
finqa,457,test
finqa,1096,test
finqa,352,test
finqa,460,test
finqa,8,test
finqa,15,test
finqa,693,test
finqa,54,test
finqa,508,test
finqa,201,test
finqa,210,test
finqa,251,test
finqa,78,test
finqa,97,test
finqa,980,test
finqa,724,test
finqa,539,test
finqa,567,test
finqa,908,test
finqa,873,test
finqa,212,test
finqa,369,test
finqa,907,test
finqa,583,test
finqa,336,test
finqa,276,test
finqa,1032,test
finqa,304,test
finqa,787,test
finqa,488,test
finqa,1054,test
finqa,172,test
finqa,244,test
finqa,431,test
finqa,484,test
finqa,317,test
finqa,665,test
finqa,243,test
finqa,69,test
finqa,631,test
finqa,359,test
finqa,783,test
finqa,587,test
finqa,856,test
finqa,659,test
finqa,615,test
finqa,938,test
finqa,506,test
finqa,292,test
finqa,503,test
finqa,395,test
finqa,823,test
finqa,1090,test
finqa,319,test
finqa,448,test
finqa,618,test
finqa,463,test
finqa,467,test
finqa,235,test
finqa,1108,test
finqa,970,test
finqa,901,test
finqa,852,test
finqa,748,test
finqa,967,test
finqa,914,test
finqa,726,test
finqa,1104,test
finqa,401,test
finqa,642,test
finqa,947,test
finqa,603,test
finqa,741,test
finqa,542,test
finqa,944,test
finqa,151,test
finqa,455,test
finqa,927,test
finqa,396,test
finqa,862,test
finqa,432,test
finqa,735,test
finqa,500,test
finqa,576,test
finqa,338,test
finqa,195,test
finqa,130,test
finqa,712,test
finqa,513,test
finqa,407,test
finqa,310,test
finqa,931,test
finqa,1124,test
finqa,1038,test
finqa,668,test
finqa,507,test
finqa,245,test
finqa,417,test
finqa,209,test
korbench,1080,train
korbench,473,train
korbench,1235,train
korbench,444,train
korbench,896,train
korbench,796,train
korbench,188,train
korbench,1240,train
korbench,591,train
korbench,933,train
korbench,781,train
korbench,192,train
korbench,958,train
korbench,1162,train
korbench,1181,train
korbench,698,train
korbench,443,train
korbench,198,train
korbench,41,train
korbench,618,train
korbench,1088,train
korbench,304,train
korbench,101,train
korbench,1143,train
korbench,1179,train
korbench,1138,train
korbench,987,train
korbench,371,train
korbench,1180,train
korbench,780,train
korbench,401,train
korbench,783,train
korbench,899,train
korbench,834,train
korbench,601,train
korbench,769,train
korbench,207,train
korbench,1033,train
korbench,165,train
korbench,155,train
korbench,560,train
korbench,669,train
korbench,390,train
korbench,156,train
korbench,54,train
korbench,634,train
korbench,1164,train
korbench,176,train
korbench,843,train
korbench,897,train
korbench,1194,train
korbench,1050,train
korbench,477,train
korbench,607,train
korbench,1149,train
korbench,33,train
korbench,164,train
korbench,791,train
korbench,1167,train
korbench,58,train
korbench,1077,train
korbench,122,train
korbench,1027,train
korbench,1116,train
korbench,88,train
korbench,452,train
korbench,1219,train
korbench,614,train
korbench,689,train
korbench,160,train
korbench,370,train
korbench,78,train
korbench,594,train
korbench,169,train
korbench,656,train
korbench,40,train
korbench,862,train
korbench,738,train
korbench,1017,train
korbench,721,train
korbench,974,train
korbench,414,train
korbench,367,train
korbench,777,train
korbench,753,train
korbench,574,train
korbench,590,train
korbench,1016,train
korbench,246,train
korbench,146,train
korbench,219,train
korbench,406,train
korbench,231,train
korbench,167,train
korbench,1224,train
korbench,557,train
korbench,867,train
korbench,276,train
korbench,512,train
korbench,342,train
korbench,856,train
korbench,211,train
korbench,206,train
korbench,440,train
korbench,707,train
korbench,89,train
korbench,553,train
korbench,281,train
korbench,128,train
korbench,929,train
korbench,851,train
korbench,1074,train
korbench,672,train
korbench,141,train
korbench,837,train
korbench,786,train
korbench,410,train
korbench,415,train
korbench,997,train
korbench,1196,train
korbench,447,train
korbench,1118,train
korbench,1107,train
korbench,81,train
korbench,218,train
korbench,287,train
korbench,1056,train
korbench,542,train
korbench,802,train
korbench,758,train
korbench,576,train
korbench,988,train
korbench,708,train
korbench,1090,train
korbench,1085,train
korbench,451,train
korbench,15,train
korbench,953,train
korbench,224,train
korbench,118,train
korbench,1026,train
korbench,289,train
korbench,778,train
korbench,1042,train
korbench,700,train
korbench,1215,train
korbench,162,train
korbench,255,train
korbench,993,train
korbench,216,train
korbench,341,train
korbench,399,train
korbench,307,train
korbench,1186,train
korbench,936,train
korbench,61,train
korbench,226,train
korbench,36,train
korbench,682,train
korbench,927,train
korbench,538,train
korbench,904,train
korbench,982,train
korbench,968,train
korbench,1152,train
korbench,263,train
korbench,1134,train
korbench,1059,train
korbench,189,train
korbench,589,train
korbench,105,train
korbench,1230,train
korbench,1125,train
korbench,139,train
korbench,1041,train
korbench,284,train
korbench,1170,train
korbench,170,train
korbench,504,train
korbench,306,train
korbench,888,train
korbench,710,train
korbench,1142,train
korbench,915,train
korbench,395,train
korbench,975,train
korbench,293,train
korbench,49,train
korbench,117,train
korbench,751,train
korbench,1078,train
korbench,568,train
korbench,627,train
korbench,510,train
korbench,908,train
korbench,844,train
korbench,879,train
korbench,343,train
korbench,670,train
korbench,649,train
korbench,129,train
korbench,737,train
korbench,18,train
korbench,926,train
korbench,620,train
korbench,299,train
korbench,1234,train
korbench,660,train
korbench,732,train
korbench,449,train
korbench,384,train
korbench,643,train
korbench,1204,train
korbench,692,train
korbench,884,train
korbench,830,train
korbench,1013,train
korbench,935,train
korbench,243,train
korbench,1146,train
korbench,1239,train
korbench,602,train
korbench,921,train
korbench,637,train
korbench,260,train
korbench,1096,train
korbench,852,train
korbench,80,train
korbench,1218,train
korbench,181,train
korbench,398,train
korbench,619,train
korbench,1166,train
korbench,1128,train
korbench,712,train
korbench,1174,train
korbench,762,train
korbench,592,train
korbench,674,train
korbench,733,train
korbench,1245,train
korbench,870,train
korbench,29,train
korbench,556,train
korbench,459,train
korbench,508,train
korbench,1205,train
korbench,1223,train
korbench,1104,train
korbench,486,train
korbench,230,train
korbench,513,train
korbench,130,train
korbench,907,train
korbench,227,train
korbench,941,train
korbench,1238,train
korbench,1212,train
korbench,520,train
korbench,996,train
korbench,992,train
korbench,127,train
korbench,1176,train
korbench,1021,train
korbench,603,train
korbench,563,train
korbench,185,train
korbench,120,train
korbench,789,train
korbench,608,train
korbench,505,train
korbench,11,train
korbench,471,train
korbench,237,train
korbench,1119,train
korbench,124,train
korbench,1032,train
korbench,1183,train
korbench,597,train
korbench,472,train
korbench,386,train
korbench,823,train
korbench,709,train
korbench,554,train
korbench,379,train
korbench,220,train
korbench,605,train
korbench,222,train
korbench,363,train
korbench,161,train
korbench,244,train
korbench,191,train
korbench,92,train
korbench,424,train
korbench,352,train
korbench,889,train
korbench,943,train
korbench,93,train
korbench,726,train
korbench,434,train
korbench,264,train
korbench,539,train
korbench,842,train
korbench,702,train
korbench,309,train
korbench,1097,train
korbench,500,train
korbench,1155,train
korbench,1036,train
korbench,814,train
korbench,445,train
korbench,1011,train
korbench,526,train
korbench,358,train
korbench,752,train
korbench,621,train
korbench,549,train
korbench,57,train
korbench,331,train
korbench,48,train
korbench,39,train
korbench,964,train
korbench,1177,train
korbench,305,train
korbench,635,train
korbench,767,train
korbench,1244,train
korbench,999,train
korbench,1222,train
korbench,1178,train
korbench,1226,train
korbench,201,train
korbench,278,train
korbench,567,train
korbench,273,train
korbench,267,train
korbench,271,train
korbench,736,train
korbench,688,train
korbench,699,train
korbench,730,train
korbench,1001,train
korbench,1048,train
korbench,1061,train
korbench,990,train
korbench,82,train
korbench,1044,train
korbench,430,train
korbench,677,train
korbench,902,train
korbench,685,train
korbench,143,train
korbench,617,train
korbench,209,train
korbench,901,train
korbench,248,train
korbench,403,train
korbench,631,train
korbench,1188,train
korbench,522,train
korbench,1137,train
korbench,151,train
korbench,1248,train
korbench,628,train
korbench,148,train
korbench,429,train
korbench,1220,train
korbench,102,train
korbench,1208,train
korbench,154,train
korbench,694,train
korbench,136,train
korbench,809,train
korbench,1197,train
korbench,112,train
korbench,453,train
korbench,720,train
korbench,329,train
korbench,625,train
korbench,377,train
korbench,928,train
korbench,5,train
korbench,1018,train
korbench,157,train
korbench,236,train
korbench,262,train
korbench,976,train
korbench,37,train
korbench,900,train
korbench,119,train
korbench,622,train
korbench,71,train
korbench,65,train
korbench,30,train
korbench,912,train
korbench,47,train
korbench,959,train
korbench,1247,train
korbench,360,train
korbench,171,train
korbench,566,train
korbench,743,train
korbench,931,train
korbench,1043,train
korbench,961,train
korbench,1159,train
korbench,728,train
korbench,918,train
korbench,350,train
korbench,746,train
korbench,184,train
korbench,1227,train
korbench,109,train
korbench,290,train
korbench,690,train
korbench,895,train
korbench,419,train
korbench,735,train
korbench,1109,train
korbench,63,train
korbench,739,train
korbench,609,train
korbench,1023,train
korbench,645,train
korbench,1095,train
korbench,980,train
korbench,713,train
korbench,868,train
korbench,1060,train
korbench,229,train
korbench,932,train
korbench,569,train
korbench,653,train
korbench,836,train
korbench,629,train
korbench,584,train
korbench,121,train
korbench,934,train
korbench,476,train
korbench,43,train
korbench,1140,train
korbench,963,train
korbench,718,train
korbench,582,train
korbench,1064,train
korbench,67,train
korbench,774,train
korbench,140,train
korbench,407,train
korbench,882,train
korbench,1124,train
korbench,106,train
korbench,418,train
korbench,349,train
korbench,819,train
korbench,1156,train
korbench,215,train
korbench,126,train
korbench,221,train
korbench,382,train
korbench,242,train
korbench,667,train
korbench,820,train
korbench,234,train
korbench,503,train
korbench,187,train
korbench,282,train
korbench,359,train
korbench,930,train
korbench,134,train
korbench,662,train
korbench,863,train
korbench,138,train
korbench,729,train
korbench,624,train
korbench,665,train
korbench,768,train
korbench,727,train
korbench,99,train
korbench,315,train
korbench,1231,train
korbench,537,train
korbench,297,train
korbench,481,train
korbench,1071,train
korbench,687,train
korbench,2,train
korbench,484,train
korbench,225,train
korbench,898,train
korbench,1007,train
korbench,412,train
korbench,492,train
korbench,561,train
korbench,381,train
korbench,947,train
korbench,540,train
korbench,1047,train
korbench,824,train
korbench,911,train
korbench,847,train
korbench,1049,train
korbench,855,train
korbench,942,train
korbench,26,train
korbench,135,train
korbench,986,train
korbench,890,train
korbench,825,train
korbench,1054,train
korbench,463,train
korbench,1241,train
korbench,866,train
korbench,811,train
korbench,1003,train
korbench,807,train
korbench,989,train
korbench,790,train
korbench,405,train
korbench,286,train
korbench,455,train
korbench,310,train
korbench,317,train
korbench,650,train
korbench,940,train
korbench,919,train
korbench,113,train
korbench,193,train
korbench,32,train
korbench,1058,train
korbench,1076,train
korbench,869,train
korbench,555,train
korbench,731,train
korbench,745,train
korbench,509,train
korbench,270,train
korbench,966,train
korbench,402,train
korbench,21,train
korbench,639,train
korbench,697,train
korbench,223,train
korbench,20,train
korbench,1102,train
korbench,232,train
korbench,722,train
korbench,695,train
korbench,641,train
korbench,1249,train
korbench,795,train
korbench,498,train
korbench,1010,train
korbench,666,train
korbench,392,train
korbench,283,train
korbench,150,train
korbench,322,train
korbench,771,train
korbench,313,train
korbench,945,train
korbench,438,train
korbench,64,train
korbench,1063,train
korbench,1131,train
korbench,466,train
korbench,491,train
korbench,1228,train
korbench,839,train
korbench,998,train
korbench,1122,train
korbench,517,train
korbench,741,train
korbench,1126,train
korbench,409,train
korbench,748,train
korbench,1154,train
korbench,1232,train
korbench,200,train
korbench,756,train
korbench,389,train
korbench,421,train
korbench,19,train
korbench,747,train
korbench,335,train
korbench,323,train
korbench,1020,train
korbench,1165,train
korbench,275,train
korbench,668,train
korbench,681,train
korbench,499,train
korbench,1182,train
korbench,600,train
korbench,1002,train
korbench,338,train
korbench,831,train
korbench,956,train
korbench,575,train
korbench,808,train
korbench,183,train
korbench,1045,train
korbench,1022,train
korbench,957,train
korbench,461,train
korbench,245,train
korbench,651,train
korbench,208,train
korbench,23,train
korbench,366,train
korbench,595,train
korbench,703,train
korbench,593,train
korbench,965,train
korbench,339,train
korbench,1081,train
korbench,356,train
korbench,6,train
korbench,330,train
korbench,1151,train
korbench,846,train
korbench,894,train
korbench,1210,train
korbench,1193,train
korbench,978,train
korbench,925,train
korbench,920,train
korbench,327,train
korbench,652,train
korbench,159,train
korbench,1035,train
korbench,716,train
korbench,354,train
korbench,433,train
korbench,7,train
korbench,588,train
korbench,1015,train
korbench,1150,train
korbench,878,train
korbench,577,train
korbench,1144,train
korbench,446,train
korbench,944,train
korbench,241,train
korbench,51,train
korbench,761,train
korbench,482,train
korbench,439,train
korbench,240,train
korbench,794,train
korbench,83,train
korbench,345,train
korbench,353,train
korbench,1221,train
korbench,1237,train
korbench,552,train
korbench,125,train
korbench,250,train
korbench,90,train
korbench,599,train
korbench,131,train
korbench,787,train
korbench,346,train
korbench,832,train
korbench,939,train
korbench,922,train
korbench,1225,train
korbench,34,train
korbench,100,train
korbench,1039,train
korbench,765,train
korbench,880,train
korbench,772,train
korbench,1157,train
korbench,1053,train
korbench,321,train
korbench,10,train
korbench,659,train
korbench,813,train
korbench,858,train
korbench,664,train
korbench,586,train
korbench,53,train
korbench,1184,train
korbench,1114,train
korbench,204,train
korbench,775,train
korbench,375,train
korbench,865,train
korbench,288,train
korbench,1202,train
korbench,325,train
korbench,785,train
korbench,110,train
korbench,793,train
korbench,91,train
korbench,103,train
korbench,1153,train
korbench,70,train
korbench,759,train
korbench,174,train
korbench,319,train
korbench,984,train
korbench,1163,train
korbench,79,train
korbench,501,train
korbench,265,train
korbench,1139,train
korbench,514,train
korbench,977,train
korbench,717,train
korbench,754,train
korbench,1098,train
korbench,675,train
korbench,596,train
korbench,1236,train
korbench,73,train
korbench,797,train
korbench,1040,train
korbench,530,train
korbench,570,train
korbench,766,train
korbench,235,train
korbench,529,train
korbench,764,train
korbench,874,train
korbench,1005,train
korbench,467,train
korbench,527,train
korbench,547,train
korbench,432,train
korbench,298,train
korbench,515,train
korbench,970,train
korbench,1135,train
korbench,676,train
korbench,706,train
korbench,123,train
korbench,107,train
korbench,1068,train
korbench,76,train
korbench,251,train
korbench,490,train
korbench,1127,train
korbench,1185,train
korbench,397,train
korbench,458,train
korbench,142,train
korbench,887,train
korbench,1115,train
korbench,351,val
korbench,475,val
korbench,77,val
korbench,719,val
korbench,611,val
korbench,448,val
korbench,859,val
korbench,704,val
korbench,1051,val
korbench,1099,val
korbench,4,val
korbench,511,val
korbench,952,val
korbench,633,val
korbench,544,val
korbench,829,val
korbench,60,val
korbench,1161,val
korbench,585,val
korbench,8,val
korbench,442,val
korbench,749,val
korbench,636,val
korbench,1121,val
korbench,983,val
korbench,337,val
korbench,247,val
korbench,1132,val
korbench,378,val
korbench,571,val
korbench,1175,val
korbench,579,val
korbench,604,val
korbench,949,val
korbench,1089,val
korbench,404,val
korbench,416,val
korbench,435,val
korbench,1191,val
korbench,133,val
korbench,742,val
korbench,658,val
korbench,564,val
korbench,1009,val
korbench,654,val
korbench,805,val
korbench,259,val
korbench,457,val
korbench,115,val
korbench,782,val
korbench,400,val
korbench,1130,val
korbench,872,val
korbench,69,val
korbench,269,val
korbench,137,val
korbench,166,val
korbench,46,val
korbench,202,val
korbench,903,val
korbench,374,val
korbench,995,val
korbench,87,val
korbench,507,val
korbench,950,val
korbench,3,val
korbench,145,val
korbench,35,val
korbench,860,val
korbench,116,val
korbench,647,val
korbench,1173,val
korbench,1110,val
korbench,294,val
korbench,1105,val
korbench,296,val
korbench,587,val
korbench,178,val
korbench,212,val
korbench,502,val
korbench,671,val
korbench,177,val
korbench,891,val
korbench,436,val
korbench,835,val
korbench,1029,val
korbench,311,val
korbench,646,val
korbench,798,val
korbench,1214,val
korbench,210,val
korbench,344,val
korbench,892,val
korbench,158,val
korbench,910,val
korbench,917,val
korbench,314,val
korbench,1087,val
korbench,152,val
korbench,300,val
korbench,886,val
korbench,1093,val
korbench,909,val
korbench,971,val
korbench,853,val
korbench,301,val
korbench,1014,val
korbench,149,val
korbench,1084,val
korbench,408,val
korbench,914,val
korbench,431,val
korbench,372,val
korbench,279,val
korbench,274,val
korbench,799,val
korbench,773,val
korbench,326,val
korbench,1008,val
korbench,784,val
korbench,1034,val
korbench,711,val
korbench,489,val
korbench,59,val
korbench,66,val
korbench,826,val
korbench,62,val
korbench,861,val
korbench,95,val
korbench,696,val
korbench,1038,val
korbench,849,val
korbench,1129,val
korbench,285,val
korbench,147,val
korbench,456,val
korbench,516,val
korbench,16,val
korbench,469,val
korbench,755,val
korbench,369,val
korbench,828,val
korbench,701,val
korbench,792,val
korbench,1187,val
korbench,1192,val
korbench,1168,val
korbench,816,val
korbench,883,val
korbench,197,val
korbench,679,val
korbench,27,val
korbench,750,val
korbench,104,val
korbench,50,val
korbench,364,val
korbench,1217,val
korbench,280,val
korbench,493,val
korbench,573,val
korbench,347,val
korbench,1233,val
korbench,906,val
korbench,1243,val
korbench,1136,val
korbench,487,val
korbench,228,val
korbench,163,val
korbench,194,val
korbench,420,val
korbench,423,val
korbench,714,val
korbench,801,val
korbench,1123,val
korbench,1069,val
korbench,422,val
korbench,638,val
korbench,655,val
korbench,946,val
korbench,261,val
korbench,686,val
korbench,610,val
korbench,845,val
korbench,268,val
korbench,663,val
korbench,916,val
korbench,1046,val
korbench,328,val
korbench,951,val
korbench,98,val
korbench,441,val
korbench,13,val
korbench,598,val
korbench,1101,val
korbench,991,val
korbench,257,val
korbench,1145,val
korbench,1169,val
korbench,985,val
korbench,960,val
korbench,534,val
korbench,518,val
korbench,800,val
korbench,437,val
korbench,864,val
korbench,840,val
korbench,1057,val
korbench,913,val
korbench,480,val
korbench,1199,val
korbench,173,val
korbench,14,val
korbench,657,val
korbench,196,val
korbench,153,val
korbench,292,val
korbench,905,val
korbench,291,val
korbench,44,val
korbench,462,val
korbench,254,val
korbench,871,val
korbench,613,val
korbench,348,val
korbench,1024,val
korbench,427,val
korbench,114,val
korbench,1190,val
korbench,779,val
korbench,740,val
korbench,85,val
korbench,994,val
korbench,277,val
korbench,96,val
korbench,877,val
korbench,295,val
korbench,630,val
korbench,955,val
korbench,205,val
korbench,86,val
korbench,818,val
korbench,1052,val
korbench,1025,val
korbench,413,val
korbench,581,val
korbench,214,val
korbench,303,val
korbench,45,val
korbench,460,val
korbench,411,val
korbench,428,test
korbench,1207,test
korbench,1211,test
korbench,394,test
korbench,17,test
korbench,340,test
korbench,833,test
korbench,1206,test
korbench,334,test
korbench,546,test
korbench,252,test
korbench,881,test
korbench,684,test
korbench,550,test
korbench,1111,test
korbench,1213,test
korbench,94,test
korbench,1062,test
korbench,1112,test
korbench,715,test
korbench,494,test
korbench,1242,test
korbench,806,test
korbench,357,test
korbench,9,test
korbench,616,test
korbench,948,test
korbench,876,test
korbench,562,test
korbench,1189,test
korbench,1216,test
korbench,1171,test
korbench,468,test
korbench,42,test
korbench,558,test
korbench,962,test
korbench,497,test
korbench,776,test
korbench,763,test
korbench,25,test
korbench,981,test
korbench,495,test
korbench,454,test
korbench,725,test
korbench,623,test
korbench,24,test
korbench,249,test
korbench,1086,test
korbench,172,test
korbench,788,test
korbench,1250,test
korbench,803,test
korbench,355,test
korbench,380,test
korbench,757,test
korbench,56,test
korbench,362,test
korbench,734,test
korbench,132,test
korbench,521,test
korbench,450,test
korbench,464,test
korbench,1094,test
korbench,854,test
korbench,385,test
korbench,1246,test
korbench,1065,test
korbench,967,test
korbench,1030,test
korbench,1055,test
korbench,387,test
korbench,683,test
korbench,1031,test
korbench,1082,test
korbench,1079,test
korbench,391,test
korbench,1200,test
korbench,470,test
korbench,580,test
korbench,478,test
korbench,336,test
korbench,528,test
korbench,523,test
korbench,973,test
korbench,821,test
korbench,804,test
korbench,1,test
korbench,1100,test
korbench,52,test
korbench,1229,test
korbench,533,test
korbench,1072,test
korbench,74,test
korbench,1006,test
korbench,376,test
korbench,506,test
korbench,810,test
korbench,75,test
korbench,648,test
korbench,312,test
korbench,1012,test
korbench,393,test
korbench,551,test
korbench,425,test
korbench,673,test
korbench,1028,test
korbench,525,test
korbench,190,test
korbench,239,test
korbench,531,test
korbench,875,test
korbench,373,test
korbench,1103,test
korbench,1083,test
korbench,893,test
korbench,483,test
korbench,485,test
korbench,258,test
korbench,642,test
korbench,203,test
korbench,559,test
korbench,186,test
korbench,1158,test
korbench,822,test
korbench,474,test
korbench,213,test
korbench,396,test
korbench,1091,test
korbench,857,test
korbench,84,test
korbench,1108,test
korbench,606,test
korbench,661,test
korbench,488,test
korbench,238,test
korbench,850,test
korbench,632,test
korbench,541,test
korbench,724,test
korbench,612,test
korbench,744,test
korbench,1004,test
korbench,532,test
korbench,179,test
korbench,1141,test
korbench,217,test
korbench,417,test
korbench,938,test
korbench,680,test
korbench,1019,test
korbench,705,test
korbench,465,test
korbench,770,test
korbench,969,test
korbench,1073,test
korbench,1120,test
korbench,302,test
korbench,1075,test
korbench,1070,test
korbench,365,test
korbench,316,test
korbench,1092,test
korbench,937,test
korbench,543,test
korbench,548,test
korbench,979,test
korbench,332,test
korbench,1160,test
korbench,368,test
korbench,812,test
korbench,266,test
korbench,873,test
korbench,1113,test
korbench,924,test
korbench,31,test
korbench,479,test
korbench,108,test
korbench,97,test
korbench,256,test
korbench,388,test
korbench,253,test
korbench,535,test
korbench,320,test
korbench,644,test
korbench,168,test
korbench,426,test
korbench,1195,test
korbench,383,test
korbench,954,test
korbench,318,test
korbench,333,test
korbench,38,test
korbench,1106,test
korbench,72,test
korbench,536,test
korbench,175,test
korbench,55,test
korbench,691,test
korbench,308,test
korbench,144,test
korbench,817,test
korbench,68,test
korbench,1066,test
korbench,972,test
korbench,195,test
korbench,572,test
korbench,1133,test
korbench,838,test
korbench,182,test
korbench,626,test
